DESCRIPTIONID_VTM;VTM;CuentaDeVMP;Acumulado;GRUPO VTM
10385501000999119;PREPARADO CON GLICEROL Y VITAMINA E;1;3370;GRUPO 34
11130971000999115;PREPARADO CON GLICEROL, HIPROMELOSA Y POLIETILENGLICOL;1;3371;GRUPO 34
10536551000999115;PREPARADO CON GLICINA;2;3373;GRUPO 34
8280071000999115;PREPARADO CON GLICLAZIDA;3;3376;GRUPO 34
8279981000999118;PREPARADO CON GLIMEPIRIDA;2;3378;GRUPO 34
10447721000999111;PREPARADO CON GLIMEPIRIDA Y METFORMINA;3;3381;GRUPO 34
8278251000999112;PREPARADO CON GLIPIZIDA;1;3382;GRUPO 34
6902231000999116;PREPARADO CON GLUCAGON;1;3383;GRUPO 34
10266821000999113;PREPARADO CON GLUCOMANAN;3;3386;GRUPO 34
6902261000999112;PREPARADO CON GLUCONATO CALCIO;4;3390;GRUPO 34
11097011000999110;PREPARADO CON GLUCONATO DE CALCIO Y ACIDO ASCORBICO;1;3391;GRUPO 34
10467611000999117;PREPARADO CON GLUCONATO DE CALCIO Y LEVOGLUTAMIDA;1;3392;GRUPO 34
10381651000999116;PREPARADO CON GLUCONATO DE POTASIO;4;3396;GRUPO 34
8234871000999112;PREPARADO CON GLUCOPIRROLATO;1;3397;GRUPO 34
7009991000999112;PREPARADO CON GLUCOSA;9;3406;GRUPO 35
7010011000999114;PREPARADO CON GLUCOSA Y CLORURO POTASIO;2;3408;GRUPO 35
10983091000999114;PREPARADO CON GLUCOSA Y DEXTRAN 40;1;3409;GRUPO 35
8277051000999115;PREPARADO CON GLUCOSAMINA;6;3415;GRUPO 35
10477811000999111;PREPARADO CON GLUCOSAMINA SULFATO Y CONDROITIN SULFATO;3;3418;GRUPO 35
10746921000999118;PREPARADO CON GLUCOSAMINA SULFATO Y MELOXICAM;2;3420;GRUPO 35
10470651000999110;PREPARADO CON GLUCOSAMINA Y LACTATO DE MAGNESIO;1;3421;GRUPO 35
11076531000999117;PREPARADO CON GLUCOSAMINA Y VITAMINA C;1;3422;GRUPO 35
10441831000999113;PREPARADO CON GLUTAMINA;2;3424;GRUPO 35
10977621000999118;PREPARADO CON GLUTARALDEHIDO;5;3429;GRUPO 35
12661341000999110;PREPARADO CON GLUTATION, MANITOL Y ACIDO LACTOBIONICO;1;3430;GRUPO 35
10471941000999112;PREPARADO CON GOMA GUTTA;1;3431;GRUPO 35
10472781000999112;PREPARADO CON GOMA GUTTA Y MARRUBIO;1;3432;GRUPO 35
10473081000999117;PREPARADO CON GOMA GUTTA Y TRIPICOLINATO DE CROMO;1;3433;GRUPO 35
6903681000999112;PREPARADO CON GONADOTROFINA CORIONICA HUMANA;3;3436;GRUPO 35
7027091000999112;PREPARADO CON GOSERRELINA;2;3438;GRUPO 35
6903701000999110;PREPARADO CON GRANISETRONA;2;3440;GRUPO 35
10428621000999115;PREPARADO CON GRISEOFULVINA;1;3441;GRUPO 35
8285001000999116;PREPARADO CON GUAIFENESINA;4;3445;GRUPO 35
11075341000999110;PREPARADO CON GUAIFENESINA Y ESCILA;1;3446;GRUPO 35
10454211000999118;PREPARADO CON GUAIFENESINA Y HEXILRESORCINOL;1;3447;GRUPO 35
10471681000999114;PREPARADO CON GUAIFENESINA Y MENTOL;1;3448;GRUPO 35
11093191000999110;PREPARADO CON GUAIFENESINA Y OXATOMIDA;1;3449;GRUPO 35
10457151000999116;PREPARADO CON GUAIFENESINA Y TEOFILINA;2;3451;GRUPO 35
11207241000999111;PREPARADO CON GUANIDINA Y GLICERINA;1;3452;GRUPO 35
10462311000999113;PREPARADO CON GUARANA;1;3453;GRUPO 35
10487261000999115;PREPARADO CON GUAYACOL ALCANFOR Y EUCALIPTOL;1;3454;GRUPO 35
10787371000999110;PREPARADO CON GUAYACOLSULFONATO POTASIO Y AMBAY;1;3455;GRUPO 35
6903871000999113;PREPARADO CON HALOPERIDOL;9;3464;GRUPO 35
10691191000999112;PREPARADO CON HALOPERIDOL DECANOATO;2;3466;GRUPO 35
11214951000999114;PREPARADO CON HALOTANO;1;3467;GRUPO 35
10972511000999110;PREPARADO CON HAMAMELIS ALCANFOR Y TIMOL;1;3468;GRUPO 35
11029581000999114;PREPARADO CON HAMAMELIS Y ACIDO UNDECILENICO;1;3469;GRUPO 35
8568731000999110;PREPARADO CON HEDERA HELIX;3;3472;GRUPO 35
6989761000999114;PREPARADO CON HEPARINA;3;3475;GRUPO 35
7296311000999119;PREPARADO CON HEPARINA BAJO PESO MOLECULAR NADROPARINA CALCICA;2;3477;GRUPO 35
10673371000999119;PREPARADO CON HEPARINA CALCICA;3;3480;GRUPO 35
10304461000999117;PREPARADO CON HEPARINA SODICA;1;3481;GRUPO 35
10994751000999119;PREPARADO CON HEPARINA SODICA Y ALANTOINA;1;3482;GRUPO 35
10547941000999110;PREPARADO CON HEPARINA SODICA Y CLORURO DE SODIO;1;3483;GRUPO 35
11029631000999112;PREPARADO CON HEPARINA SODICA Y ESCINA;1;3484;GRUPO 35
10934391000999119;PREPARADO CON HEPARINOIDE;1;3485;GRUPO 35
10465141000999119;PREPARADO CON HESPERIDINA Y GINKGO BILOBA;1;3486;GRUPO 35
8315291000999111;PREPARADO CON HEXETIDINA;1;3487;GRUPO 35
10773721000999114;PREPARADO CON HIALURONATO DE SODIO;3;3490;GRUPO 35
11010161000999112;PREPARADO CON HIALURONICO Y VITAMINA E;1;3491;GRUPO 35
6903891000999114;PREPARADO CON HIALURONIDASA;1;3492;GRUPO 35
6903961000999114;PREPARADO CON HIDRALAZINA;6;3498;GRUPO 35
10545061000999115;PREPARADO CON HIDRATO DE CLORAL;3;3501;GRUPO 35
10473991000999115;PREPARADO CON HIDRATOS DE CARBONO Y ASPARTAMO;1;3502;GRUPO 36
7228131000999118;PREPARADO CON HIDROCLOROTIAZIDA;19;3521;GRUPO 36
10426061000999116;PREPARADO CON HIDROCLOROTIAZIDA E IRBESARTAN;3;3524;GRUPO 36
10305341000999112;PREPARADO CON HIDROCLOROTIAZIDA Y AMILORIDA;3;3527;GRUPO 36
10429161000999114;PREPARADO CON HIDROCLOROTIAZIDA Y CANDESARTAN;2;3529;GRUPO 36
10328741000999111;PREPARADO CON HIDROCLOROTIAZIDA Y LISINOPRIL;1;3530;GRUPO 36
10446771000999114;PREPARADO CON HIDROCLOROTIAZIDA Y PROPRANOLOL;2;3532;GRUPO 36
10420991000999112;PREPARADO CON HIDROCLOROTIAZIDA Y QUINAPRIL;1;3533;GRUPO 36
10276991000999110;PREPARADO CON HIDROCLOROTIAZIDA Y VALSARTAN;5;3538;GRUPO 36
10698411000999117;PREPARADO CON HIDROCODONA Y FENILTOLOXAMINA;1;3539;GRUPO 36
6908361000999118;PREPARADO CON HIDROCORTISONA;23;3562;GRUPO 36
11115841000999119;PREPARADO CON HIDROCORTISONA Y ACIDO ACETICO;1;3563;GRUPO 36
11034241000999117;PREPARADO CON HIDROCORTISONA Y CLORANFENICOL;1;3564;GRUPO 36
10915551000999113;PREPARADO CON HIDROCORTISONA Y MICONAZOL;1;3565;GRUPO 36
11139871000999116;PREPARADO CON HIDROCORTISONA Y NAFAZOLINA;1;3566;GRUPO 36
11044571000999114;PREPARADO CON HIDROCORTISONA Y OXIDO DE ZINC;1;3567;GRUPO 36
10942281000999115;PREPARADO CON HIDROCORTISONA Y PRAMOXINA;2;3569;GRUPO 36
10972111000999115;PREPARADO CON HIDROCORTISONA Y RETINOL;1;3570;GRUPO 36
11076691000999119;PREPARADO CON HIDROCORTISONA, NEOMICINA Y POLIMIXINA B;1;3571;GRUPO 36
10418581000999112;PREPARADO CON HIDROMORFONA;2;3573;GRUPO 36
11023171000999117;PREPARADO CON HIDROQUINONA;2;3575;GRUPO 36
11004291000999118;PREPARADO CON HIDROQUINONA Y ACIDO GLICOLICO;3;3578;GRUPO 36
11002951000999111;PREPARADO CON HIDROQUINONA Y DEXAMETASONA;1;3579;GRUPO 36
7143991000999112;PREPARADO CON HIDROSMINA;2;3581;GRUPO 36
7203461000999117;PREPARADO CON HIDROXICINA;5;3586;GRUPO 36
10305541000999116;PREPARADO CON HIDROXICLOROQUINA;1;3587;GRUPO 36
7186901000999115;PREPARADO CON HIDROXICOBALAMINA Y LEVOGLUTAMIDA;1;3588;GRUPO 36
8281051000999115;PREPARADO CON HIDRÓXIDO DE ALUMINIO;1;3589;GRUPO 36
10483661000999114;PREPARADO CON HIDROXIDO DE ALUMINIO  HIDROXIDO DE MAGNESIO Y SIMETICONA;6;3595;GRUPO 36
10329831000999115;PREPARADO CON HIDROXIDO DE ALUMINIO E HIDROXIDO DE MAGNESIO;7;3602;GRUPO 36
10427731000999112;PREPARADO CON HIDROXIDO DE ALUMINIO Y ACIDO ALGINICO;2;3604;GRUPO 37
10435521000999111;PREPARADO CON HIDROXIDO DE ALUMINIO Y ORFENADRINA;1;3605;GRUPO 37
10425411000999119;PREPARADO CON HIDROXIDO DE ALUMINIO Y SILICATO DE MAGNESIO;1;3606;GRUPO 37
10453071000999118;PREPARADO CON HIDROXIDO DE ALUMINIO, HIDROXIDO DE MAGNESIO Y BISMUTO;1;3607;GRUPO 37
8289111000999116;PREPARADO CON HIDRÓXIDO DE MAGNESIO;3;3610;GRUPO 37
10633651000999117;PREPARADO CON HIDROXIDO DE MAGNESIO Y ACEITE MINERAL;2;3612;GRUPO 37
8633871000999112;PREPARADO CON HIDROXIDO DE POTASIO;1;3613;GRUPO 37
8633521000999113;PREPARADO CON HIDROXIDO DE SODIO;2;3615;GRUPO 37
7028521000999117;PREPARADO CON HIDROXIETILALMIDON Y CLORURO SODIO;2;3617;GRUPO 37
10421521000999110;PREPARADO CON HIDROXIPROGESTERONA;1;3618;GRUPO 37
6908751000999119;PREPARADO CON HIDROXIPROGESTERONA Y ESTRADIOL;3;3621;GRUPO 37
10717361000999118;PREPARADO CON HIDROXIUREA;2;3623;GRUPO 37
5352271000999115;PREPARADO CON HIERRO;1;3624;GRUPO 37
10605161000999116;PREPARADO CON HIERRO DEXTRAN;2;3626;GRUPO 37
10626451000999112;PREPARADO CON HIERRO DEXTRAN ACIDO FOLICO E HIDROXOCOBALAMINA;1;3627;GRUPO 37
7141561000999114;PREPARADO CON HIERRO FUMARATO;4;3631;GRUPO 37
10440351000999115;PREPARADO CON HIERRO FUMARATO, ACIDO FOLICO Y ACIDO ASCORBICO;1;3632;GRUPO 37
7141821000999118;PREPARADO CON HIERRO POLIMALTOSATO;7;3639;GRUPO 37
10467191000999116;PREPARADO CON HIERRO POLIMALTOSATO CIANOCOBALAMINA Y ACIDO FOLICO;1;3640;GRUPO 37
10418051000999110;PREPARADO CON HIERRO SACARATO;1;3641;GRUPO 37
6908821000999116;PREPARADO CON HIERRO Y CINC;1;3642;GRUPO 37
10533661000999111;PREPARADO CON HIERRO, ACIDO FOLICO Y CIANOCOBALAMINA;1;3643;GRUPO 37
10475461000999117;PREPARADO CON HIOSCINA N-BUTILBROMURO E IBUPROFENO;1;3644;GRUPO 37
7185091000999116;PREPARADO CON HIPERICO;2;3646;GRUPO 37
10637921000999111;PREPARADO CON HIPOCLORITO DE SODIO;1;3647;GRUPO 37
10515931000999119;PREPARADO CON HIPROMELOSA;5;3652;GRUPO 37
10518901000999117;PREPARADO CON HIPROMELOSA Y DEXTRAN 70;3;3655;GRUPO 37
10495921000999113;PREPARADO CON HISTIDINA Y TRIPTOFANO;2;3657;GRUPO 37
6982041000999117;PREPARADO CON HORMONA LIBERADORA GONADOTROPINAS;1;3658;GRUPO 37
7304071000999110;PREPARADO CON IBRITUMOMAB;1;3659;GRUPO 37
6909311000999114;PREPARADO CON IBUPROFENO;23;3682;GRUPO 37
10327381000999118;PREPARADO CON IBUPROFENO Y CAFEINA;1;3683;GRUPO 37
10320941000999111;PREPARADO CON IBUPROFENO Y CLORZOXAZONA;2;3685;GRUPO 37
10434351000999114;PREPARADO CON IBUPROFENO Y CODEINA;2;3687;GRUPO 37
6909491000999114;PREPARADO CON IBUPROFENO Y DEXTROPROPOXIFENO;3;3690;GRUPO 37
10431301000999113;PREPARADO CON IBUPROFENO Y METILBROMURO DE HOMATROPINA;1;3691;GRUPO 37
10413981000999110;PREPARADO CON IBUPROFENO Y PARACETAMOL;1;3692;GRUPO 37
10421901000999114;PREPARADO CON IBUPROFENO Y PSUDOEFEDRINA;2;3694;GRUPO 37
10452761000999118;PREPARADO CON IBUPROFENO Y SCOPOLAMINA;1;3695;GRUPO 37
11033311000999114;PREPARADO CON ICODEXTRINA;1;3696;GRUPO 37
10948681000999116;PREPARADO CON ICTAMOL Y OXIDO DE ZINC;2;3698;GRUPO 37
11177181000999116;PREPARADO CON ICTAMOL Y SELENIO;1;3699;GRUPO 37
6965091000999116;PREPARADO CON IDARRUBICINA;5;3704;GRUPO 37
7185731000999118;PREPARADO CON IDEBENONA;3;3707;GRUPO 38
7185781000999117;PREPARADO CON IDEBENONA Y NIMODIPINO;1;3708;GRUPO 38
11089371000999110;PREPARADO CON IDOXURIDINA;2;3710;GRUPO 38
6909921000999118;PREPARADO CON IFOSFAMIDA;3;3713;GRUPO 38
11086451000999118;PREPARADO CON IGG IGA IGM;1;3714;GRUPO 38
6909941000999112;PREPARADO CON ILOPROST;2;3716;GRUPO 38
10428291000999115;PREPARADO CON IMATINIB;2;3718;GRUPO 38
10432441000999112;PREPARADO CON IMIDAPRIL;2;3720;GRUPO 38
6911131000999115;PREPARADO CON IMIPENEM Y CILASTATINA;2;3722;GRUPO 38
7298101000999119;PREPARADO CON IMIPRAMINA;3;3725;GRUPO 38
8285031000999111;PREPARADO CON IMIQUIMOD;4;3729;GRUPO 38
12604211000999118;PREPARADO CON INDACATEROL;2;3731;GRUPO 38
7095671000999118;PREPARADO CON INDIGO CARMIN;3;3734;GRUPO 38
10417611000999118;PREPARADO CON INDINAVIR;2;3736;GRUPO 38
6911201000999118;PREPARADO CON INDOMETACINA;12;3748;GRUPO 38
10677001000999118;PREPARADO CON INFLIXIMAB;1;3749;GRUPO 38
10791931000999119;PREPARADO CON INHIBIDOR C1 ESTERASA;1;3750;GRUPO 38
7221971000999114;PREPARADO CON INMUNOCIANINA;2;3752;GRUPO 38
11234701000999115;PREPARADO CON INMUNOGLOBULINA A Y NEOMICINA;1;3753;GRUPO 38
10356431000999112;PREPARADO CON INMUNOGLOBULINA ANTI CITOMEGALOVIRUS;2;3755;GRUPO 38
10951061000999111;PREPARADO CON INMUNOGLOBULINA ANTI VARICELA ZOSTER;2;3757;GRUPO 38
7027441000999114;PREPARADO CON INMUNOGLOBULINA ANTIHEPATITIS B (HUMANA);3;3760;GRUPO 38
11043411000999116;PREPARADO CON INMUNOGLOBULINA ANTITETANICA;2;3762;GRUPO 38
11043401000999119;PREPARADO CON INMUNOGLOBULINA ANTITETANICA Y TOXOIDE TETANICO;4;3766;GRUPO 38
10941481000999110;PREPARADO CON INMUNOGLOBULINA ANTITIMOCITOS;1;3767;GRUPO 38
10436481000999118;PREPARADO CON INMUNOGLOBULINA D;3;3770;GRUPO 38
10577881000999112;PREPARADO CON INMUNOGLOBULINA G;18;3788;GRUPO 38
8391841000999117;PREPARADO CON INOSINA MONOFOSFATO DISODICO;1;3789;GRUPO 38
10399361000999111;PREPARADO CON INSULINA ASPARTATO;2;3791;GRUPO 38
10400141000999112;PREPARADO CON INSULINA ASPARTATO E INSULINA BIFASICA;1;3792;GRUPO 38
10414791000999113;PREPARADO CON INSULINA BOVINA SOLUBLE;3;3795;GRUPO 38
10400371000999115;PREPARADO CON INSULINA DETEMIR;1;3796;GRUPO 38
10401771000999112;PREPARADO CON INSULINA GLARGINA;4;3800;GRUPO 38
10417771000999117;PREPARADO CON INSULINA GLULISINA;3;3803;GRUPO 39
10412211000999118;PREPARADO CON INSULINA HUMANA SOLUBLE;7;3810;GRUPO 39
10413251000999112;PREPARADO CON INSULINA LENTA BOVINA;2;3812;GRUPO 39
10417571000999110;PREPARADO CON INSULINA LENTA PORCINA;3;3815;GRUPO 39
6911311000999111;PREPARADO CON INSULINA LISPRO;3;3818;GRUPO 39
10314321000999115;PREPARADO CON INSULINA LISPRO PROTAMINA E INSULINA LISPRO;3;3821;GRUPO 39
10414761000999118;PREPARADO CON INSULINA NPH BOVINA;3;3824;GRUPO 39
10408991000999116;PREPARADO CON INSULINA NPH HUMANA;7;3831;GRUPO 39
10409711000999115;PREPARADO CON INSULINA NPH HUMANA E INSULINA HUMANA;9;3840;GRUPO 39
10416061000999111;PREPARADO CON INSULINA NPH PORCINA;4;3844;GRUPO 39
10416471000999114;PREPARADO CON INSULINA PORCINA SOLUBLE;4;3848;GRUPO 39
6911331000999118;PREPARADO CON INTERFERON ALFA;4;3852;GRUPO 39
6968801000999112;PREPARADO CON INTERFERON ALFA 2A;6;3858;GRUPO 39
6968831000999117;PREPARADO CON INTERFERON ALFA 2B;7;3865;GRUPO 39
6911351000999112;PREPARADO CON INTERFERON BETA;4;3869;GRUPO 39
8934681000999110;PREPARADO CON INTERFERON BETA 1A;3;3872;GRUPO 39
10611181000999113;PREPARADO CON INTERFERON GAMMA 1B;1;3873;GRUPO 39
7224191000999110;PREPARADO CON IOBITRIDOL;6;3879;GRUPO 39
10495841000999111;PREPARADO CON IODIXANOL;2;3881;GRUPO 39
10842261000999116;PREPARADO CON IODURO DE BARIO Y CRATAEGUS;1;3882;GRUPO 39
10286111000999113;PREPARADO CON IODURO DE OXAPIO E IBUPROFENO;1;3883;GRUPO 39
11256291000999111;PREPARADO CON IODURO DE POTASIO Y IODURO DE SODIO;1;3884;GRUPO 39
7141061000999117;PREPARADO CON IODURO TIBEZONIO;1;3885;GRUPO 39
10718371000999113;PREPARADO CON IOPAMIDOL Y YODO;5;3890;GRUPO 39
10415101000999117;PREPARADO CON IOPODATO DE SODIO;1;3891;GRUPO 39
7010101000999110;PREPARADO CON IOPROMIDA;4;3895;GRUPO 39
10680071000999119;PREPARADO CON IOTALAMATO DE MEGLUMINA;4;3899;GRUPO 39
10680231000999114;PREPARADO CON IOTALAMATO DE SODIO;1;3900;GRUPO 39
8313451000999118;PREPARADO CON IOVERSOL Y YODO;10;3910;GRUPO 40
10712761000999115;PREPARADO CON IOXAGLATO DE SODIO Y MEGLUMINA IOXAGLATO;2;3912;GRUPO 40
10679871000999113;PREPARADO CON IOXITALAMATO DE MEGLUMINA;1;3913;GRUPO 40
10679431000999113;PREPARADO CON IOXITALAMATO DE MEGLUMINA E IOXITALAMATO DE SODIO;5;3918;GRUPO 40
10719631000999114;PREPARADO CON IPECAC Y BENZOATO DE SODIO;1;3919;GRUPO 40
11105721000999116;PREPARADO CON IPECACUANA;1;3920;GRUPO 40
10321011000999116;PREPARADO CON IRBESARTAN;1;3921;GRUPO 40
6911441000999115;PREPARADO CON IRINOTECANO;2;3923;GRUPO 40
10378211000999119;PREPARADO CON ISOCONAZOL;4;3927;GRUPO 40
10641171000999118;PREPARADO CON ISOFLAVONES DE SOJA Y SALVIA;1;3928;GRUPO 40
10558561000999118;PREPARADO CON ISOFLURANO;1;3929;GRUPO 40
6912061000999115;PREPARADO CON ISONIAZIDA;13;3942;GRUPO 40
10271631000999112;PREPARADO CON ISONIAZIDA Y RIFAMPICINA;3;3945;GRUPO 40
6916281000999117;PREPARADO CON ISOPROTERENOL;2;3947;GRUPO 40
11023621000999112;PREPARADO CON ISOTIPENDILO;1;3948;GRUPO 40
8283451000999113;PREPARADO CON ISOTRETINOINA;5;3953;GRUPO 40
8309891000999112;PREPARADO CON ISOXSUPRINA;3;3956;GRUPO 40
10438381000999113;PREPARADO CON ISRADIPINA;2;3958;GRUPO 40
8213191000999113;PREPARADO CON ITOPRIDE CLORHIDRATO;1;3959;GRUPO 40
8280171000999119;PREPARADO CON ITRACONAZOL;5;3964;GRUPO 40
12735721000999118;PREPARADO CON ITRIO 90;1;3965;GRUPO 40
10448041000999116;PREPARADO CON IVABRADINA;2;3967;GRUPO 40
10323701000999117;PREPARADO CON IVERMECTINA;1;3968;GRUPO 40
10808431000999115;PREPARADO CON IXABEPILONE;2;3970;GRUPO 40
8309901000999111;PREPARADO CON KANAMICINA;1;3971;GRUPO 40
11173111000999119;PREPARADO CON KELUAMIDA Y CINC;1;3972;GRUPO 40
6916481000999118;PREPARADO CON KETAMINA;1;3973;GRUPO 40
7197911000999116;PREPARADO CON KETANSERINA;1;3974;GRUPO 40
10418431000999112;PREPARADO CON KETAZOLAM;1;3975;GRUPO 40
8281111000999117;PREPARADO CON KETOCONAZOL;16;3991;GRUPO 40
11052261000999110;PREPARADO CON KETOCONAZOL Y COLAGENO;2;3993;GRUPO 40
10271491000999113;PREPARADO CON KETOCONAZOL Y SECNIDAZOL;2;3995;GRUPO 40
6916571000999117;PREPARADO CON KETOPROFENO;8;4003;GRUPO 40
6974621000999118;PREPARADO CON KETOROLAC;6;4009;GRUPO 41
11056091000999114;PREPARADO CON KETOROLAC TROMETAMINA;1;4010;GRUPO 41
8287101000999111;PREPARADO CON KETOTIFENO;6;4016;GRUPO 41
10472021000999111;PREPARADO CON KOLA;1;4017;GRUPO 41
6916621000999119;PREPARADO CON LABETALOL;4;4021;GRUPO 41
10414191000999112;PREPARADO CON LACIDIPINO;2;4023;GRUPO 41
10795601000999115;PREPARADO CON LACOSAMIDA;2;4025;GRUPO 41
7169071000999118;PREPARADO CON LACTASA;1;4026;GRUPO 41
11083331000999114;PREPARADO CON LACTATO DE AMONIO;1;4027;GRUPO 41
10885781000999119;PREPARADO CON LACTATO DE AMONIO Y UREA;1;4028;GRUPO 41
10402571000999110;PREPARADO CON LACTATO DE CALCIO;5;4033;GRUPO 41
10646771000999111;PREPARADO CON LACTATO FERROSO;1;4034;GRUPO 41
10741611000999112;PREPARADO CON LACTOBACILLUS RHAMNOSUS;1;4035;GRUPO 41
7168961000999116;PREPARADO CON LACTOSA;2;4037;GRUPO 41
10467931000999117;PREPARADO CON LACTOSA SACARINA Y CARBOXIMETILCELULOSA;1;4038;GRUPO 41
8280471000999112;PREPARADO CON LACTULOSA;4;4042;GRUPO 41
10305771000999118;PREPARADO CON LAMIVUDINA;5;4047;GRUPO 41
12747651000999110;PREPARADO CON LAMIVUDINA Y TENOFOVIR DISOPROXIL FUMARATO;1;4048;GRUPO 41
10453331000999118;PREPARADO CON LAMIVUDINA, ZIDOVUDINA Y NEVIRAPINA;1;4049;GRUPO 41
8257231000999115;PREPARADO CON LAMOTRIGINA;13;4062;GRUPO 41
6917031000999113;PREPARADO CON LANATOSIDO C;2;4064;GRUPO 41
11004381000999113;PREPARADO CON LANOLINA;1;4065;GRUPO 41
11028721000999114;PREPARADO CON LANREOTIDA;3;4068;GRUPO 41
6981981000999119;PREPARADO CON LANREOTIDO;1;4069;GRUPO 41
7161261000999116;PREPARADO CON LANSOPRAZOL;3;4072;GRUPO 41
8533081000999114;PREPARADO CON LAPATINIB;1;4073;GRUPO 41
8277151000999116;PREPARADO CON LATANOPROST;1;4074;GRUPO 41
10563111000999112;PREPARADO CON LATANOPROST Y TIMOLOL;1;4075;GRUPO 41
11201751000999111;PREPARADO CON LAURILSULFATO DE SODIO;1;4076;GRUPO 41
10991591000999119;PREPARADO CON LAURILSULFATO ETANOL Y BUTILHIDROXITOLUENO;2;4078;GRUPO 41
10859621000999116;PREPARADO CON LAURILSULFATO SODICO Y DIETANOLAMINA LAURICA;2;4080;GRUPO 41
10355101000999118;PREPARADO CON LAUROMACROGOL 400;7;4087;GRUPO 41
10974981000999119;PREPARADO CON L-CARNITINA Y ACETILCARNITINA;1;4088;GRUPO 41
10852631000999112;PREPARADO CON LECITINA DE SOJA;4;4092;GRUPO 41
8284781000999110;PREPARADO CON LEFLUNOMIDA;2;4094;GRUPO 41
10443561000999118;PREPARADO CON LENALIDOMIDA;4;4098;GRUPO 41
7160021000999113;PREPARADO CON LENOGASTRIM;1;4099;GRUPO 41
7264431000999110;PREPARADO CON LERCANIDIPINA;2;4101;GRUPO 41
10418661000999119;PREPARADO CON LETROZOL;1;4102;GRUPO 42
8555861000999111;PREPARADO CON LEUCINA, CISTINA, METIONINA, GLUCONATO DE CU, GLUCONATO DE ZN;1;4103;GRUPO 42
9004991000999115;PREPARADO CON LEUCINA, GLUCONATO DE CU, GLUCONATO DE ZN, VALINA, BIOTINA;1;4104;GRUPO 42
8289141000999117;PREPARADO CON LEUCOVORINA CÁLCICA;1;4105;GRUPO 42
10356581000999112;PREPARADO CON LEUPRORELINA;2;4107;GRUPO 42
10472711000999118;PREPARADO CON LEVADURA DE CERVEZA;5;4112;GRUPO 42
11098861000999118;PREPARADO CON LEVALBUTEROL;1;4113;GRUPO 42
11105201000999117;PREPARADO CON LEVAMISOL;1;4114;GRUPO 42
8257121000999110;PREPARADO CON LEVETIRACETAM;7;4121;GRUPO 42
10563791000999119;PREPARADO CON LEVOBUNOLOL;1;4122;GRUPO 42
11138401000999116;PREPARADO CON LEVOCABASTINA;2;4124;GRUPO 42
10437901000999117;PREPARADO CON LEVOCETIRIZINA;1;4125;GRUPO 42
10280321000999119;PREPARADO CON LEVODOPA Y BENSERAZIDA;4;4129;GRUPO 42
10280371000999118;PREPARADO CON LEVODOPA Y CARBIDOPA;4;4133;GRUPO 42
10443121000999116;PREPARADO CON LEVODOPA Y ENTACAPONA;6;4139;GRUPO 42
6917681000999118;PREPARADO CON LEVOFLOXACINA;6;4145;GRUPO 42
7148441000999119;PREPARADO CON LEVOGLUTAMIDA;7;4152;GRUPO 42
10723341000999117;PREPARADO CON LEVOGLUTAMINA;1;4153;GRUPO 42
7148641000999117;PREPARADO CON LEVOMEPROMAZINA;5;4158;GRUPO 42
7247741000999113;PREPARADO CON LEVONORGESTREL;4;4162;GRUPO 42
8329671000999115;PREPARADO CON LEVOSIMENDAN;1;4163;GRUPO 42
10301181000999118;PREPARADO CON LEVOTIROXINA SODICA;13;4176;GRUPO 42
10421421000999111;PREPARADO CON LEVOTIROXINA SODICA Y LIOTIRONINA;3;4179;GRUPO 42
6976511000999119;PREPARADO CON LIDOCAINA;22;4201;GRUPO 42
10384461000999118;PREPARADO CON LIDOCAINA E HIDROCORTISONA;7;4208;GRUPO 43
10466321000999119;PREPARADO CON LIDOCAINA Y GLUCOSA;1;4209;GRUPO 43
10454451000999116;PREPARADO CON LIDOCAINA Y HEXILRESORCINOL;1;4210;GRUPO 43
10994141000999115;PREPARADO CON LIDOCAINA Y OXIDO DE ZINC;3;4213;GRUPO 43
10384421000999111;PREPARADO CON LIDOCAINA Y PRILOCAINA;1;4214;GRUPO 43
10439451000999119;PREPARADO CON LIMECICLINA;2;4216;GRUPO 43
6917731000999110;PREPARADO CON LINCOMICINA;4;4220;GRUPO 43
10419781000999111;PREPARADO CON LINESTRENOL;1;4221;GRUPO 43
6918021000999111;PREPARADO CON LINEZOLIDA;2;4223;GRUPO 43
10317411000999112;PREPARADO CON LIOTIRONINA;1;4224;GRUPO 43
10540801000999116;PREPARADO CON LIOTIRONINA Y FLUMETASONA;3;4227;GRUPO 43
10418131000999115;PREPARADO CON LIOTIRONINA Y MAZINDOL;1;4228;GRUPO 43
8637641000999112;PREPARADO CON LIPIDOS;3;4231;GRUPO 43
11095761000999117;PREPARADO CON LIRAGLUTIDA;1;4232;GRUPO 43
7192881000999119;PREPARADO CON LISINOPRIL;3;4235;GRUPO 43
10280651000999119;PREPARADO CON LOFLAZEPATO DE ETILO;1;4236;GRUPO 43
11121551000999110;PREPARADO CON LOMEFLOXACINO;1;4237;GRUPO 43
10326841000999116;PREPARADO CON LOMUSTINA;3;4240;GRUPO 43
8277991000999112;PREPARADO CON LOPERAMIDA;4;4244;GRUPO 43
10275961000999113;PREPARADO CON LOPINAVIR Y RITONAVIR;3;4247;GRUPO 43
10438451000999112;PREPARADO CON LOPRAZOLAM;1;4248;GRUPO 43
