COD_CLASIFICACION	CLASIFICACION	CODIGO	PRODUCTO	RECETA_RETENIDA	COD_PRINCIPIO_ACTIVO	PRINCIPIO_ACTIVO	COD_CONCENTRACION	CONCENTRACION	COD_ACC_FARMACOLOGICA	ACCION_FARMACOLOGICA	COD_UNIDAD	UNIDAD_MEDIDA
261	MEDICAMENTOS	505.800	MICOSTATIN SUSP.ORAL 24 DO		301	NISTATINA	7.619	100000 UI X ML	390	ANTIMICOTICO	FR	FRASCO
261	MEDICAMENTOS	505.809	MIXGEN CREMA DERMICA 15 GRS		57	BETAMETASONA _ GENTAMICINA	7.620	0.5 MG_1 MG X GR	32	ANTIBIOTICO _ CORTICOSTEROIDE	TU	TUBO
261	MEDICAMENTOS	503.119	DIPROSALIC UNGTO 15 GR.		2409	ACIDO SALICILICO_BETAMETASONA	7.622	0.64 MG_30 MG X GR	2.410	QUERATOLITICO_CORTICOSTEROIDE	TU	TUBO
261	MEDICAMENTOS	505.831	MIOSTAT COLIRIO 1.5 ML		463	NAFAZOLINA _ FENIRAMINA	7.623	0.1 MG X ML	802	ANTIHISTAMINICO	FR	FRASCO
261	MEDICAMENTOS	505.832	MIEL DE BORAX 20 CC		63	BORATO DE SODIO	7.624	20 ML	396	ANTISEPTICO _ BUCOFARINGEO	FR	FRASCO
261	MEDICAMENTOS	505.844	MYDRIACYL 1%  15 ML.		2725	TROPICAMIDA	7.625	10 MG X ML	1.322	MIDRIATICO	FR	FRASCO
261	MEDICAMENTOS	505.887	MONOETANOLAMINA 5% X 5 CC		10582	MONOETANOLAMINA	7.626	5 GR X 100 ML	2.061	ESCLEROTERAPIA	AM	AMPOLLA
261	MEDICAMENTOS	505.950	MULCATEL SUSPENSION		339	SUCRALFATO	7.628	10 GR X 100 ML	104	ANTIULCEROSO	FR	FRASCO
261	MEDICAMENTOS	505.963	MUXOL JBE.15MG/5ML PEDIAT		894	AMBROXOL CLORHIDRATO	7.629	15MG X 5ML	156	MUCOLITICO _ EXPECTORANTE	FR	FRASCO
261	MEDICAMENTOS	505.964	MUXOL 30 MG X 20 CAPS.,		1294	AMBROXOL CLORHIDRATO	7.630	30 MG X CAPS	102	ANTITUSIVO _ EXPECTORANTE _ MUCOLITICO	CJ	CAJA
261	MEDICAMENTOS	505.966	MUXOL JBE. 30MG/5ML ADULTO		894	AMBROXOL CLORHIDRATO	7.631	30MG X 5ML	156	MUCOLITICO _ EXPECTORANTE	FR	FRASCO
261	MEDICAMENTOS	505.976	NALOXONA 0,4 MG/ML (NARCAN)		1925	NALOXONA	7.632	0,4 MG X ML	1.881	ANTAGONISTA OPIOIDE	AM	AMPOLLA
261	MEDICAMENTOS	501.063	CIPROFLOXACINO (BAYCIP)  200 MG/100 ML .		909	CIPROFLOXACINO	7.633	200 MG X 100 ML	24	ANTIBIOTICO	AM	AMPOLLA
261	MEDICAMENTOS	501.186	BERSEN JARABE 4MG/ML X 60 ML		873	PREDNISONA	7.635	4MG X ML	116	CORTICOSTEROIDE	FR	FRASCO
261	MEDICAMENTOS	501.213	BERODUAL FORTE INH.200 DOSIS		235	IPATROPIO _ FENOTEROL	7.636	0.1 MG_0.04 MG X DOSIS	384	BRONCODILATADOR	FR	FRASCO
261	MEDICAMENTOS	501.214	BERODUAL SPRAY 10 ML 200 DOS		235	IPATROPIO _ FENOTEROL	7.637	0.1 MG X DOSIS	384	BRONCODILATADOR	FR	FRASCO
261	MEDICAMENTOS	501.226	BETAMETASONA 0.05 % CREMA 15 G		1341	BETAMETASONA	7.638	0.05 GR X 100 GR	116	CORTICOSTEROIDE	TU	TUBO
261	MEDICAMENTOS	501.249	(E)BERIPLAST P 1 CC.(FRIO)		1592	FIBRINOGENO	7.639	1 ML	965	HEMOSTATICO	AM	AMPOLLA
261	MEDICAMENTOS	501.264	BICARBONATO 1/6 MOLAR 500 CC		1404	BICARBONATO DE SODIO	7.640	1/6 MOLAR 500 CC	1.381	ALCALINIZANTE	MA	MATRAZ
261	MEDICAMENTOS	501.265	BICARBONATO 2/3 250 ML.		1404	BICARBONATO DE SODIO	7.641	2/3 250 ML.	1.381	ALCALINIZANTE	MA	MATRAZ
261	MEDICAMENTOS	501.327	BISOLVON ADULTO 8MG/5ML JBE		894	AMBROXOL CLORHIDRATO	7.642	8MG X 5ML	154	MUCOLITICO	FR	FRASCO
261	MEDICAMENTOS	501.342	BLISTIK BALSAMO LABIAL C/F.		3469	DIMETICONA	7.645	4.2 GR	10.042	PROTECTOR LABIAL	TU	TUBO
261	MEDICAMENTOS	501.400	BRAMEDIL GOTAS X 15 ML		313	PARGEVERINA CLORHIDRATO	7.646	5 MG X ML	54	ANTIESPASMODICO _ ANTICOLINERGICO	FR	FRASCO
261	MEDICAMENTOS	501.406	BREVEX X 20 COMPRIMIDOS		2208	CLORZOXAZONA_PARACETAMOL	7.647	300 MG_250 MG COMP	2.209	ANALGESICO_ANTIINFLAMATORIO_RELAJANTE MUSCULAR	CJ	CAJA
261	MEDICAMENTOS	501.448	BUSCAPINA COMPTA  AMPOLLA		1046	N BUTILBROMURO DE HIOSCINA_METAMIZOL SODICO	7.648	20_2500 MG X AMP	52	ANTIESPASMODICO	AM	AMPOLLA
261	MEDICAMENTOS	501.528	BUPIVACAINA 0,5% X 20ML		1355	BUPIVACAINA	7.650	0,5 X 100ML	1.177	ANESTESICO GENERAL	AM	AMPOLLA
261	MEDICAMENTOS	501.530	BUPIVACAINA 0,75% X 20ML(DISC)		1355	BUPIVACAINA			1.177	ANESTESICO GENERAL	AM	AMPOLLA
261	MEDICAMENTOS	506.010	NEFERSIL 200 MG        5 ML.		842	CLONIXINATO DE LISINA	7.651	200 MG X5 ML.	1.936	ANALGESICO _ ANTIINFLAMATORIO _ ANTIPIRETICO	AM	AMPOLLA
261	MEDICAMENTOS	506.016	NEFERSIL 125 MG X TAB		842	CLONIXINATO DE LISINA	7.652	125 MG X TAB	843	ANALGESICO	TB	TABLETA
261	MEDICAMENTOS	506.056	NEOSTIGMINA(B) METILSULFATO 0,5		1836	NEOSTIGMINA METILSULFATO	7.654	0.5 MG X 10 ML	82	ANTIMIASTENICO COLINERGICO	AM	AMPOLLA
261	MEDICAMENTOS	506.064	DIFEXON POMADA 25 GR		1107	POVIDONA YODADA	7.655	10 GR X 100 GR	1.069	ANTISEPTICO TOPICO	TU	TUBO
261	MEDICAMENTOS	506.065	DIFEXON ESPUMANTE(56) 125ML		1107	POVIDONA YODADA	7.656	10 GR X 100 ML	96	ANTISEPTICO	FR	FRASCO
261	MEDICAMENTOS	503.562	ERITROMICINA 500 MG. D.U.		191	ERITROMICINA	7.657	500 MG X COMP	24	ANTIBIOTICO	TB	TABLETA
261	MEDICAMENTOS	506.112	NEUROBIONTA 10.000MG/3ML AMP		373	VITAMINA B1 _ B6 _ B12	7.658	10.000MG X AMP	88	ANTINEURALGICO _ ANTINEURITICO.	AM	AMPOLLA
261	MEDICAMENTOS	506.113	NEUROBIONTA X 20 GRAGEAS.		373	VITAMINA B1 _ B6 _ B12	7.659	100 MG_ 200 MG_200 MCG X GRAGEAS	88	ANTINEURALGICO _ ANTINEURITICO.	CJ	CAJA
261	MEDICAMENTOS	506.115	NEULEPTIL 4 % GOTAS		487	PERICIAZINA	7.660	40 MG X ML	94	ANTIPSICOTICO _ NEUROLEPTICO	FR	FRASCO
261	MEDICAMENTOS	506.120	NESSUCAR 550 GR(12)		3343	MALTODEXTRINA	7.661	550 GR	3.166	FORMULA ENTERAL	TR	TARRO
261	MEDICAMENTOS	506.121	NIMOTOP 10 MG X 50 ML		947	NIMODIPINO	7.662	10 MG X ML	182	VASODILATADOR CENTRAL PERIFERICO	AM	AMPOLLA
261	MEDICAMENTOS	503.569	ERGONEF 125 MG X 10 COMP.								CJ	CAJA
261	MEDICAMENTOS	506.139	NISTAGLOS CREMA 30 GRAMOS		2744	ERGOCALCIFEROL_NISTATINA_RETINOL_OXIDO DE ZINC	7.664	100000 UI X GR	2.372	ANTIMICOTICO_CICATRIZANTE	TU	TUBO
261	MEDICAMENTOS	506.140	NISTATINA CREMA 15 GRAMOS		301	NISTATINA	7.665	100000 UI X GR	390	ANTIMICOTICO	TU	TUBO
261	MEDICAMENTOS	506.142	NISTATINA X 12 OVULOS		301	NISTATINA	7.666	100000 UI X OVULO	390	ANTIMICOTICO	CJ	CAJA
261	MEDICAMENTOS	506.144	NITRATO DE PLATA X GRAMO		1933	NITRATO DE PLATA	7.667	NITRATO DE PLATA	3.108	DESINFECTANTE	GR	GRAMO
261	MEDICAMENTOS	506.146	NICOTEARS COLIRIO X 20 ML		1763	HIDROXIMETILCELULOSA_CARBOMER_DEXTRAN	7.668	3 MG_ 1MG X ML	150	LUBRICANTE OCULAR	FR	FRASCO
261	MEDICAMENTOS	506.156	NESTUM AVENA (24)400 GR.		3167	ALMIDON MAIZ	7.669	400 GR.	898	SUPLEMENTO NUTRICIONAL	CJ	CAJA
261	MEDICAMENTOS	506.176	NIOFEN JBE.  100 MG/5 ML  X		223	IBUPROFENO	7.670	100 MG X5 ML	1.936	ANALGESICO _ ANTIINFLAMATORIO _ ANTIPIRETICO	FR	FRASCO
261	MEDICAMENTOS	506.179	NITROFURANTOINA JARABE  60 M		471	NITROFURANTOÍNA	7.671	25 MG X 5 ML	34	ANTIBIOTICO URINARIO	FR	FRASCO
261	MEDICAMENTOS	506.180	NITRODERM TTS X SOBRE		877	NITROGLICERINA	7.672	25 MG X PARCHE	22	ANTIANGINOSO	SO	SOBRE
261	MEDICAMENTOS	506.183	NITROGLICERINA  0,5 MG  10 M		877	NITROGLICERINA	7.673	0.5 MG X 10 ML	22	ANTIANGINOSO	AM	AMPOLLA
261	MEDICAMENTOS	506.234	NOOTROPYL 800 MG. X 15 COMP.		2006	PIRACETAM	7.674	800 MG. X COMP.	168	REACTIVADOR NEUROCEREBRAL	CJ	CAJA
261	MEDICAMENTOS	506.240	NORADRENALINA [LEVOPHED]		1963	NOREPINEFRINA	7.675	1 MG X ML	1.641	VASOPRESOR	AM	AMPOLLA
261	MEDICAMENTOS	506.245	NORCURON 10 MG X AMP.		1352	BROMURO DE VERCURONIO	7.676	10 MG X AMP.	866	BLOQUEADOR NEUROMUSCULAR	AM	AMPOLLA
261	MEDICAMENTOS	506.246	NORCURON 4 MG AMP		1352	BROMURO DE VERCURONIO	7.677	4 MG X AMP	866	BLOQUEADOR NEUROMUSCULAR	AM	AMPOLLA
261	MEDICAMENTOS	501.640	CALMURID 1% LOCION 100 ML		215	HIDROCORTISONA	7.679	1 X 100 ML	116	CORTICOSTEROIDE	FR	FRASCO
261	MEDICAMENTOS	501.688	CANESTEN POMADA 20 GR		141	CLOTRIMAZOL	7.681	10 MG X GR	390	ANTIMICOTICO	TU	TUBO
261	MEDICAMENTOS	501.736	CARBOCAINA 3%  S/VASOCONS.		1790	LIDOCAINA CLORHIDRATO	7.682	3%	3.163	ANESTESICO LOCAL	AM	AMPOLLA
261	MEDICAMENTOS	501.750	CARBORON 300 MG. X 50 COMP.		85	CARBONATO DE LITIO 	7.683	300 MG. X COMP.	42	ANTIDEPRESIVO	CJ	CAJA
261	MEDICAMENTOS	501.768	CAFIASPIRINA SOBRE X 10 TAB		952	ACIDO ACETIL SALICILICO_CAFEINA	7.685	500 MG_40 MG X COMP	2.441	ANALGESICO_ANTIPIRETICO	SO	SOBRE
261	MEDICAMENTOS	501.774	CATAFLAM GOTAS 1,5 % 15 ML		167	DICLOFENACO POTASICO	7.686	1.5%	1.936	ANALGESICO _ ANTIINFLAMATORIO _ ANTIPIRETICO	FR	FRASCO
261	MEDICAMENTOS	501.804	CEBION 1000 X 10 TABLETAS		375	VITAMINA C	7.687	1 GR X COMP	186	VITAMINOTERAPIA	CJ	CAJA
261	MEDICAMENTOS	501.839	CEFAMOX 250 MG X 100 ML JBE		1014	CEFADROXILO	7.689	250 MG X 5 ML	24	ANTIBIOTICO	FR	FRASCO
261	MEDICAMENTOS	501.847	CEFRADINA 1 GR F.N.		1012	CEFRADINA	7.690	1 GR X AMP	24	ANTIBIOTICO	AM	AMPOLLA
261	MEDICAMENTOS	501.858	CELESTAMINE JARABE 120 ML.		159	DESCLORFENAMINA _ BETAMETASONA	7.691	0.25MG_ 2 MG X 5ML	802	ANTIHISTAMINICO	FR	FRASCO
261	MEDICAMENTOS	501.928	CIDOTEN (BETAMETASONA)1 ML X 4 MG X AMP		1341	BETAMETASONA	7.693	4 MG X AMP	116	CORTICOSTEROIDE	AM	AMPOLLA
261	MEDICAMENTOS	501.974	CIDOTEN GOTAS 0,5MG/ML		1341	BETAMETASONA	7.694	0,5MG X ML	116	CORTICOSTEROIDE	FR	FRASCO
261	MEDICAMENTOS	506.303	NURSOY  454 GR		1156	VITAMINAS_MINERALES_OLIGOELEMENTOS	7.698	454 GR	898	SUPLEMENTO NUTRICIONAL	TR	TARRO
261	MEDICAMENTOS	506.338	OFTABIOTICO POMADA 3,5 G		1928	NEOMICINA	7.699	6000 UI_3.5 MG_ 400 UI X ML	24	ANTIBIOTICO	TU	TUBO
261	MEDICAMENTOS	506.339	OFTAGEN COMPUESTO COL. 5 ML		57	BETAMETASONA _ GENTAMICINA	7.700	3 MG _ 1MG X ML	32	ANTIBIOTICO _ CORTICOSTEROIDE	FR	FRASCO
261	MEDICAMENTOS	506.340	OFTAGEN COLIRIO		1120	GENTAMICINA	7.701	3 MG X ML	24	ANTIBIOTICO	FR	FRASCO
261	MEDICAMENTOS	506.341	OFTAGEN UNGUENTO 3,5 GR		1120	GENTAMICINA	7.702	3 MG X GR	24	ANTIBIOTICO	TU	TUBO
261	MEDICAMENTOS	506.353	OLIGO ELEMENTOS 2ML TRACERYT		1965	OLIGOELEMENTOS	7.703	2ML	1.062	TERAPIA DE ELEMENTOS TRAZA	AM	AMPOLLA
261	MEDICAMENTOS	506.365	OFTALIRIO 10 ML.		2752	ANTAZOLINA_NAFAZOLINA	7.705	0.05 GR_ 0.5 GR X 100 ML	1.148	DESCONGESTIONANTE OFTALMICO	FR	FRASCO
261	MEDICAMENTOS	506.408	DEXAMETASONA 4 MG(S)  X AMP		399	DEXAMETASONA BUTIL ACETATO TERCIARIO _DIIODOHIDROXIQUINOLEINA _CLORURO DE BENZALCONIO	7.706	4 MG X AMP	116	CORTICOSTEROIDE	AM	AMPOLLA
261	MEDICAMENTOS	506.415	ORALGENE 0.1%  X120 ML		1671	CLORHEXIDINA GLUCONATO	7.707	 1 GR  X 100 ML	1.154	ANTISEPTICO BUCOFARINGEO	FR	FRASCO
261	MEDICAMENTOS	506.422	ORALIPIN RETARD 400 MG SOBRE X 10 COMP		59	BEZAFIBRATO	7.708	400 MG X COMP	134	HIPOLIPEMIANTE _ HIPOCOLESTEROLEMIANTE	SO	SOBRE
261	MEDICAMENTOS	506.575	ERITROMICINA E.V. X 1 GR(PANTOMICINA)		191	ERITROMICINA	7.710	1 GR X AMP	24	ANTIBIOTICO	AM	AMPOLLA
261	MEDICAMENTOS	506.608	PAPAVERINA 4% 80 MG  2 ML		1982	PAPAVERINA CLORHIDRATO	7.711	80 MG X 2 ML	54	ANTIESPASMODICO _ ANTICOLINERGICO	AM	AMPOLLA
261	MEDICAMENTOS	506.614	PARACETAMOL 500 MG. D.U.		481	PARACETAMOL	7.712	500 MG.X COMP	2.441	ANALGESICO_ANTIPIRETICO	TB	TABLETA
261	MEDICAMENTOS	506.628	PAPENZIMA 5 MG X 15  COMP		1969	PAPAINA	7.713	5 MG X COMP	78	ANTIINFLAMATORIO NO ESTEROIDAL	CJ	CAJA
261	MEDICAMENTOS	506.636	FENOTEROL AMPOLLA 0,5 MG X AMP		1591	FENOTEROL BROMHIDRATO	7.714	0,5 MG X AMP	1.642	TOCOLITICO	AM	AMPOLLA
261	MEDICAMENTOS	506.652	PAVEDAL 2,5 MG X 20 TAB.		1839	METOLAZONA	7.715	2,5 MG X TAB.	68	ANTIHIPERTENSIVO _ DIURETICO	CJ	CAJA
261	MEDICAMENTOS	506.653	PEDIALYTE (12) 500 ML		1155	CLORURO DE POTASIO_CLORURO DE SODIO_BICARBONATO DE SODIO	7.716	500 ML	1.002	ELECTROLITOTERAPIA	FR	FRASCO
261	MEDICAMENTOS	506.664	PENICILINA 2 MILLONES		2002	PENICILINA G SODICA	7.717	2 MILLONES UI X AMP	24	ANTIBIOTICO	AM	AMPOLLA
261	MEDICAMENTOS	506.667	PAXON 5 MG X 20 TABLETAS		385	BUSPIRONA CLORHIDRATO 	7.718	5 MG X TABLETAS	652	ANSIOLITICO_TRANQUILIZANTE	CJ	CAJA
261	MEDICAMENTOS	502.501	COTRIMOXAZOL FORTE JARABE 100		153	TRIMETOPRIMA _ SULFAMETOXAZOL	7.720	80 MG _ 400 MG X 5ML	893	ANTIBACTERIANO	FR	FRASCO
261	MEDICAMENTOS	502.504	COTRIMOXAZOL ADUL X TABLETAS		1102	TRIMETOPRIM_SULFAMETOXAZOL	7.721	80 MG _ 400 MG X COMP	24	ANTIBIOTICO	TB	TABLETA
261	MEDICAMENTOS	506.784	METOCLOPRAMIDA  10MG/2ML		1837	METOCLOPRAMIDA	7.722	10MG X 2ML	48	ANTIEMETICO _ ANTINAUSEOSO	AM	AMPOLLA
261	MEDICAMENTOS	502.039	CLEXANE 40 MG X AMPOLLA		1546	ENOXAPARINA	7.724	40 MG X AMPOLLA	36	ANTICOAGULANTE _ ANTITROMBOTICO	AM	AMPOLLA
261	MEDICAMENTOS	502.040	CLORAMFENICOL GTS.SAVAL (FRIO)		125	CLORANFENICOL	7.725	5 MG X ML	24	ANTIBIOTICO	FR	FRASCO
261	MEDICAMENTOS	502.064	CLORAMFENICOL UNG.OFT.3.5 SA		125	CLORANFENICOL	7.726	10 MG X GR	24	ANTIBIOTICO	TU	TUBO
261	MEDICAMENTOS	502.104	CLORFENAMINA AMP. 10 MG.		801	CLORFENAMINA	7.727	10 MG.X AMP	802	ANTIHISTAMINICO	AM	AMPOLLA
261	MEDICAMENTOS	502.120	CLORPROMAZINA 25 MG/2ML(S)		1169	CLORPROMAZINA	7.728	25 MG X 2ML	94	ANTIPSICOTICO _ NEUROLEPTICO	AM	AMPOLLA
261	MEDICAMENTOS	502.138	CLORPRIMETON JBE (2,5MG/5ML)120 ML.		801	CLORFENAMINA	7.729	2,5MG X 5ML	802	ANTIHISTAMINICO	FR	FRASCO
261	MEDICAMENTOS	502.192	CLORURO ETILO  FRASCO.		1483	CLORURO DE ETILO	7.730	100 ML	1.789	ANESTESICO INHALATORIO	FR	FRASCO
261	MEDICAMENTOS	502.200	POTASIO CLORURO 10% X 10ML		187	ELECTROLITOS	7.731	1 GR X 10ML	1.002	ELECTROLITOTERAPIA	AM	AMPOLLA
261	MEDICAMENTOS	502.220	SODIO CLORURO 10% 20 ML		1170	CLORURO DE SODIO	7.732	10 GR X 100 ML	1.002	ELECTROLITOTERAPIA	AM	AMPOLLA
261	MEDICAMENTOS	502.231	CLORURO SODIO 30 % ESTERIL		1170	CLORURO DE SODIO	7.733	30GR X 100 ML	1.002	ELECTROLITOTERAPIA	ML	MILILITROS
261	MEDICAMENTOS	502.248	CLORURO SUCCINIL COLINA 100(FRIO)		865	CLORURO SUCCINIL COLINA	7.734	CLORURO SUCCINIL COLINA 100(FRIO)	866	BLOQUEADOR NEUROMUSCULAR	AM	AMPOLLA
261	MEDICAMENTOS	502.304	CLOXACILINA 500 MG AMP LAB CHILE		945	CLOXACILINA	7.735	500 MG X COMP	24	ANTIBIOTICO	AM	AMPOLLA
261	MEDICAMENTOS	502.343	COLONIA INGLESA 451(12) 250ML		3470	ALCOHOL_ESENCIAS	7.738	250ML	3.471	AROMATIZANTE	FR	FRASCO
261	MEDICAMENTOS	502.460	COROTROPE 10 MG AMP 10 ML		1934	MILRINONA	7.742	10 MG X AMP	22	ANTIANGINOSO	AM	AMPOLLA
261	MEDICAMENTOS	502.492	CUROCEF 750 MG INYECTABLE.		1022	CEFUROXIMA	7.743	750 MG X AMP	24	ANTIBIOTICO	AM	AMPOLLA
261	MEDICAMENTOS	502.505	COTRIMOXAZOL SUSP  100 ML.		153	TRIMETOPRIMA _ SULFAMETOXAZOL	7.744	40 MG_200 MG X 5ML	893	ANTIBACTERIANO	FR	FRASCO
261	MEDICAMENTOS	502.520	DAKTARIN GEL 40 GR		1840	MICONAZOL	7.745	20 MG X GR	86	ANTIMICOTICO _ TRICOMONICIDA	TU	TUBO
261	MEDICAMENTOS	502.584	DALACIN FOSFATO 300 MG X AMP		111	CLINDAMICINA	7.746	300 MG X AMP	24	ANTIBIOTICO	AM	AMPOLLA
261	MEDICAMENTOS	506.808	PERENTERYL 250 MG X 6 CAPSULA		2203	SACHAROMYCES BOULARDI	7.747	250 MG X CAPSULA	172	REGULADOR FLORA INTESTINAL	CJ	CAJA
261	MEDICAMENTOS	506.844	PILOCARPINA 4% COLIRIO SAVAL		2005	PILOCARPINA	7.749	4%	60	ANTIGLAUCOMATOSO	FR	FRASCO
261	MEDICAMENTOS	506.889	PLAQUINOL 200 MG. X 30 COMP.		429	HIDROXICLOROQUINA SULFATO	7.752	200 MG. X COMP.	394	ANTIRREUMATICO	CJ	CAJA
261	MEDICAMENTOS	506.896	PLATSUL _ 400 GR		1498	DIMECAINA_ERGOCALCIFEROL_RETINOL_SULFADIAZINA DE PLATA	7.753	6.66 MG_ 248000 UI_26400 UI X GR	170	RECONSTITUYENTE DERMICO	PO	POTE
261	MEDICAMENTOS	506.945	POLIVITAMINICO JARABE		1156	VITAMINAS_MINERALES_OLIGOELEMENTOS	7.754	POLIVITAMINICO JARABE	186	VITAMINOTERAPIA	FR	FRASCO
261	MEDICAMENTOS	506.954	POLVO DE KARAYA  71 GR		3062	GOMA KARAYA	7.755	71 GR	3.064	REGENERADOR PIEL	FR	FRASCO
261	MEDICAMENTOS	507.014	PRED FORTE 5 ML		2015	PREDNISOLONA ACETATO	7.756	10 MG_0.04 MG X ML	116	CORTICOSTEROIDE	FR	FRASCO
261	MEDICAMENTOS	507.042	PREVALINA 30 MG X 24 TAB.		2172	MIANSERINA	7.757	30 MG XTAB.	42	ANTIDEPRESIVO	CJ	CAJA
261	MEDICAMENTOS	507.190	PROFENID I.MUSC. (48)100 MG		243	KETOPROFENO	7.760	100 MG X AMP	78	ANTIINFLAMATORIO NO ESTEROIDAL	AM	AMPOLLA
261	MEDICAMENTOS	507.191	PROFENID EV 100 MG( KETOPROFENO)		243	KETOPROFENO	7.761	100 MG X AMP	78	ANTIINFLAMATORIO NO ESTEROIDAL	AM	AMPOLLA
261	MEDICAMENTOS	507.236	PROLOPA 250 MG X 30 COMP		45	BENSERAZIDA _ LEVODOPA	7.764	250 MG X COMP	392	ANTIPARKINSONIANO	CJ	CAJA
261	MEDICAMENTOS	507.249	PROPANOLOL 10 MG X 20 COMP		1071	PROPANOLOL CLORHIDRATO	7.765	10 MG X COMP	66	ANTIHIPERTENSIVO _ ANTIANGINOSO _ ANTIARRITMICO	CJ	CAJA
261	MEDICAMENTOS	507.256	PROPILTIOURACILO X 50 TABLETAS		331	PROPILTIOURACILO	7.767	50 MG X TABLETA	138	HORMONOTERAPIA TIROIDEA	CJ	CAJA
261	MEDICAMENTOS	507.275	PROSCAR 5 MG. X 30 COMPRIMIDOS		2487	FINASTERIDE	7.768	5 MG. X COMPRIMIDOS	180	TRATAMIENTO HIPERPLASIA PROSTATICA BENIGNA	CJ	CAJA
261	MEDICAMENTOS	502.639	DANTRIUM I.V. F.A(6) 20 MG		1491	DANTROLENO	7.769	20 MG X AMP	174	RELAJANTE MUSCULAR	FR	FRASCO
261	MEDICAMENTOS	502.728	DECADURABOLIN 50 MG 1 CC		297	NANDROLONA	7.770	50 MG X ML	136	HORMONOTERAPIA	AM	AMPOLLA
261	MEDICAMENTOS	502.760	DEPOMEDROL 40 MG X AMP		889	METILPREDNISOLONA	7.771	40 MG X AMP	116	CORTICOSTEROIDE	AM	AMPOLLA
261	MEDICAMENTOS	502.768	DEPOMEDROL 80 MG X AMP		889	METILPREDNISOLONA	7.772	80 MG X AMP	116	CORTICOSTEROIDE	AM	AMPOLLA
261	MEDICAMENTOS	502.845	DIALIZANDER 622 AF		187	ELECTROLITOS	7.773	5 LITROS	2.871	HEMODIALISIS	BI	BIDON
261	MEDICAMENTOS	502.846	DIALIZANDER 600_BF		187	ELECTROLITOS	7.774	5 LITROS	2.871	HEMODIALISIS	BI	BIDON
261	MEDICAMENTOS	502.942	DIFEXON SOLUCION(35) 30 ML.		1107	POVIDONA YODADA	7.775	10 GR X 100 ML	96	ANTISEPTICO	FR	FRASCO
261	MEDICAMENTOS	502.984	LIDOCAINA 2% X AMP 10 ML		1790	LIDOCAINA CLORHIDRATO	7.777	2% X 10 ML X AMP	3.401	ANESTESICO LOCAL_ANTIARRITMICO	AM	AMPOLLA
261	MEDICAMENTOS	503.016	DIMECAINA 4% 30 CC SOLUCION		1790	LIDOCAINA CLORHIDRATO	7.778	4%	1.124	ANESTESICO TOPICO	FR	FRASCO
261	MEDICAMENTOS	503.020	DIMECAINA SPRAY 4%		1790	LIDOCAINA CLORHIDRATO	7.779	4%	1.124	ANESTESICO TOPICO	FR	FRASCO
261	MEDICAMENTOS	503.024	DIMECAINA  5% HIPERBAR X 2ML		1790	LIDOCAINA CLORHIDRATO	7.781	5%	3.401	ANESTESICO LOCAL_ANTIARRITMICO	AM	AMPOLLA
261	MEDICAMENTOS	503.076	DIPIRONA 250 MG. X 1 SUP.		283	METAMIZOL SODICO	7.783	250 MG. X SUP.	2.441	ANALGESICO_ANTIPIRETICO	SU	SUPOSITORIO
261	MEDICAMENTOS	503.088	DIPIRONA  300 MG X COMP DU		283	METAMIZOL SODICO	7.784	300 MG X COMP	2.441	ANALGESICO_ANTIPIRETICO	TB	TABLETA
261	MEDICAMENTOS	503.090	DIPRIVAN I.V. 1%(20 ML) X AMP		1176	PROPOFOL	8.141	1% X AMP	2.407	ANESTESICO COADYUVANTE EN ANESTESIA	AM	AMPOLLA
261	MEDICAMENTOS	503.162	DOBUTAMINA 250 MG F.A. I.V.		1065	DOBUTAMINA CLORHIDRATO	7.816	250 MG X AMP	1.066	AGENTE IONOTROPICO	AM	AMPOLLA
261	MEDICAMENTOS	503.170	DOLNIX X 10 COMPRIMIDOS								CJ	CAJA
261	MEDICAMENTOS	503.291	DOPAMINA 200 MG X 5 ML		1543	DOPAMINA	10.224	200 MG X 5 ML	944	SIMPATICOMIMETICO	AM	AMPOLLA
261	MEDICAMENTOS	503.298	DROPERIDOL 5 MG FA 2 ML		921	DROPERIDOL	7.788	5 MG X AMP	922	NEUROLOLEPTICO	AM	AMPOLLA
261	MEDICAMENTOS	502.005	CIPROVAL 250 MG  X 14 COMP.								CJ	CAJA
261	MEDICAMENTOS	507.305	NESQUICK CHOCOLATE 400 GR.		2842	COMPONENTES LECHE	7.791	400 GR.	2.908	SABORIZANTE LECHE	TR	TARRO
261	MEDICAMENTOS	507.306	NESQUICK FRUTILLA 400 GR.		2842	COMPONENTES LECHE	7.792	400 GR.	2.908	SABORIZANTE LECHE	TR	TARRO
261	MEDICAMENTOS	502.066	CIPROVAL OTICO 5 ML		909	CIPROFLOXACINO	7.793	0.3 GR X 100 ML	24	ANTIBIOTICO	FR	FRASCO
261	MEDICAMENTOS	502.069	CLOBETASOL 0,05%  25 GR		113	CLOBETASOL	7.794	0.05 %	116	CORTICOSTEROIDE	TU	TUBO
261	MEDICAMENTOS	507.346	KITADOL  GTS 100 MG/ML (15 ML)PARACETAMOL		481	PARACETAMOL	7.796	100 MG X ML	2.441	ANALGESICO_ANTIPIRETICO	FR	FRASCO
261	MEDICAMENTOS	507.358	QUINOBIOT 750 MG X 10 COMP		265	LEVOFLOXACINO	7.797	750 MG X COMP	24	ANTIBIOTICO	CJ	CAJA
