Productos_Clave	Productos_Descripcion	Importancia	Sustancias_Clave	Sustancias_Descripcion
1028	ETALPHA	0	2548	Alfacalcidol
1030	ETINILESTRADIOL L.CH.	0	1659	Etinilestradiol
1040	EURAX	0	1781	Crotamitón
1042	EUTIROX	0	1112	Levotiroxina sódica
1048	EXLUTON	0	355	Linestrenol
1050	EXTOSEN	1	1049	Codeína
1050	EXTOSEN	2	2062	Seudoefedrina
1050	EXTOSEN	3	2465	Clorfeniramina
1055	FAMIDAL	1	493	Miconazol
1055	FAMIDAL	2	1418	Tinidazol
1057	FAMOTIDINA	0	1674	Famotidina
1058	FAMOTIDINA L.CH.	0	1674	Famotidina
1059	FAMOTIDINA	0	1674	Famotidina
1067	FARMORRUBICINA	0	2181	Epirrubicina
1069	FASARAX	0	2033	Hidroxicina
1071	FASIGYN FORTE	0	1418	Tinidazol
1074	FAXET	1	346	Lidocaína
1074	FAXET	2	2623	Violeta de genciana
1078	FELDENE	0	919	Piroxicam
1079	FELDENE GEL	0	919	Piroxicam
1086	FENILBUTAZONA	0	2060	Fenilbutazona
1087	FENILBUTAZONA	0	2060	Fenilbutazona
1093	FENITOINA SODICA PROMPT L.CH.	0	1175	Difenilhidantoína
1095	FENOBARBITAL L.CH.	0	1565	Fenobarbital
1101	PENICILINA FENOXIMETIL L.CH.	0	1584	Fenoximetilpenicilina
1105	FERCOVIT	9	65	Ascórbico ácido
1105	FERCOVIT	9	97	Fólico ácido
1105	FERCOVIT	9	574	Nicotinamida
1105	FERCOVIT	9	654	Vitamina A
1105	FERCOVIT	9	760	Calcio carbonato
1105	FERCOVIT	9	836	Piridoxina
1105	FERCOVIT	9	872	Cianocobalamina
1105	FERCOVIT	9	1259	Riboflavina
1105	FERCOVIT	9	1404	Tiamina
1105	FERCOVIT	9	1570	Ergocalciferol
1105	FERCOVIT	9	1801	Magnesio óxido
1105	FERCOVIT	9	3021	Hierro fumarato
1107	FERRIGOT	0	2308	Hierro sulfato
1109	FERRO VITAMINICO L.CH.	9	65	Ascórbico ácido
1109	FERRO VITAMINICO L.CH.	9	85	Hierro
1109	FERRO VITAMINICO L.CH.	9	97	Fólico ácido
1109	FERRO VITAMINICO L.CH.	9	836	Piridoxina
1110	FERROMALT	1	2308	Hierro sulfato
1110	FERROMALT	2	2657	Malta extracto
1110	FERROMALT	3	3098	Alfalfa
1111	FESEMA LF	0	1272	Salbutamol
1119	FISIOFER	0	2569	Hierro proteinsuccinilato
1123	FITTIG	9	16	Hexilresorcinol
1123	FITTIG	9	145	Undecilénico ácido
1123	FITTIG	9	1333	Sodio propionato
1123	FITTIG	9	2264	Calcio propionato
1126	FLAGYL	0	489	Metronidazol
1132	FLAPEX	0	1291	Simeticona
1133	FLAPEX E	9	709	Pancreatina
1133	FLAPEX E	9	771	Pepsina
1133	FLAPEX E	9	1149	Diastasa
1133	FLAPEX E	9	1275	Sales biliares
1133	FLAPEX E	9	1291	Simeticona
1136	FLECTADOL	1	740	Paracetamol
1136	FLECTADOL	2	1032	Clorzoxazona
1138	FLEET ENEMA	0	2801	Sodio fosfato
1139	FLEET FOSFOSODA	0	2801	Sodio fosfato
1141	FLEMEX J.A.T.	9	1049	Codeína
1141	FLEMEX J.A.T.	9	1435	Bálsamo de Tolú
1141	FLEMEX J.A.T.	9	2062	Seudoefedrina
1141	FLEMEX J.A.T.	9	2465	Clorfeniramina
1141	FLEMEX J.A.T.	9	2701	Hierbas medicinales
1142	FLEXONO	1	149	Indometacina
1142	FLEXONO	2	2714	Aluminio aminoacetato
1143	FLOGOJET	0	1663	Etofenamato
1144	FLORINEF	0	2139	Fludrocortisona
1146	FLUCLOXACILINA	0	2071	Flucloxacilina
1148	FLUCLOXACILINA SODICA L.CH.	0	2071	Flucloxacilina
1153	FLUFORTE	0	1634	Fluorometolona
1154	FLUIBRON	0	264	Ambroxol
1155	FLUMED	0	692	Bromhexina
1159	FLUNITRAZEPAM L.CH.	0	1625	Flunitrazepam
1169	FLUOXETINA	0	1637	Fluoxetina
1170	FLUOXETINA	0	1637	Fluoxetina
1175	FLUXUS	0	1621	Flunarizina
1177	FOILLE	0	596	Benzocaína
1180	FOLISANIN	0	97	Fólico ácido
1181	FOLTENE SHAMPOO ANTICAIDA HOMBRE	0	2607	Tricosacáridos
1185	FORTUM	0	856	Ceftazidima
1186	FREDOL	9	735	Cafeína
1186	FREDOL	9	1575	Ergotamina
1186	FREDOL	9	1785	Dipirona
1186	FREDOL	9	2465	Clorfeniramina
1188	FRENALER	0	396	Loratadina
1190	FRESCANSOL	1	1300	Sodio bicarbonato
1190	FRESCANSOL	2	1302	Sodio borato
1190	FRESCANSOL	3	2316	Bórico ácido
1192	FRUNALIA	1	134	Tartárico ácido
1192	FRUNALIA	2	1300	Sodio bicarbonato
1194	FUCICORT	1	95	Fusídico ácido
1194	FUCICORT	2	616	Betametasona
1195	FUCIDIN	0	95	Fusídico ácido
1196	FUCITHALMIC	0	95	Fusídico ácido
1197	FUCUS ESPECIAL	9	169	Yodo
1197	FUCUS ESPECIAL	9	2365	Fucus vesiculosus L.
1197	FUCUS ESPECIAL	9	2733	Thuja occidentalis
1197	FUCUS ESPECIAL	9	2887	Phytolacca decandra
1197	FUCUS ESPECIAL	9	2900	Thiroidinum
1198	FULGRAM 400	0	627	Norfloxacina
1204	FUNGIUM	0	238	Ketoconazol
1205	FUNGIZON	0	275	Amfotericina B
1206	FUNZAL	0	1039	Clotrimazol
1210	FURAZOLIDONA	0	1710	Furazolidona
1211	FURAZOLIDONA L.CH.	1	747	Pectina
1211	FURAZOLIDONA L.CH.	2	797	Caolín
1211	FURAZOLIDONA L.CH.	3	1710	Furazolidona
1212	FURDIUREN	1	279	Amilorida
1212	FURDIUREN	2	1711	Furosemida
1214	FUROSEMIDA	0	1711	Furosemida
1216	FUROSEMIDA	0	1711	Furosemida
1218	FUROSEMIDA L.CH.	0	1711	Furosemida
1223	GAMALATE B6	9	102	Glutámico ácido
1223	GAMALATE B6	9	836	Piridoxina
1223	GAMALATE B6	9	2746	GABA
1223	GAMALATE B6	9	2865	GABOB
1226	GARCEPTOL	1	480	Metoclopramida
1226	GARCEPTOL	2	996	Clordiazepóxido
1226	GARCEPTOL	3	2167	Dimeticona
1230	GASORBOL GOTAS	1	1291	Simeticona
1230	GASORBOL GOTAS	2	796	Pipenzolato bromuro
1231	GASTRIUM	0	1674	Famotidina
1233	GASTROMET	0	909	Cisapride
1234	GEDOL	1	128	Ibuprofeno
1234	GEDOL	2	740	Paracetamol
1236	GELFOAM	0	2550	Gelatina
1237	GELODERM	0	489	Metronidazol
1238	GELSOLETS	1	2980	Carboxipolimetileno
1238	GELSOLETS	2	436	Manitol
1240	GEMFIBROZILO	0	1726	Gemfibrozil
1241	GEMITIN	0	967	Cloranfenicol
1242	GEMITIN CON PREDNISOLONA	1	967	Cloranfenicol
1242	GEMITIN CON PREDNISOLONA	2	993	Prednisolona
1248	GENTAMICINA L.CH.	0	1728	Gentamicina
1255	GERMOSEPT	0	578	Benzalconio cloruro
1260	GINEDAZOL OVULOS	1	493	Miconazol
1260	GINEDAZOL OVULOS	2	1418	Tinidazol
1263	GLIBENCLAMIDA	0	1741	Glibenclamida
1264	GLIBENCLAMIDA	0	1741	Glibenclamida
1266	GLIBENCLAMIDA L.CH.	0	1741	Glibenclamida
1268	GLICERINA	0	1745	Glicerina
1275	GLUCONATO DE CALCIO 10%	0	784	Calcio gluconato
1276	GLUCOPHAGE FORTE	0	2185	Metformina
1278	GLUTACYL VITAMINADO	1	102	Glutámico ácido
1278	GLUTACYL VITAMINADO	2	836	Piridoxina
1278	GLUTACYL VITAMINADO	3	2549	Sodio glutamato
1298	GRIFOALPRAM	0	229	Alprazolam
1299	GRIFOBUTOL	0	29	Acebutolol
1300	GRIFOCIPROX	0	899	Ciprofloxacina
1301	GRIFOCLOBAM	0	935	Clobazam
1302	GRIFOCRIPTINA	0	2078	Bromocriptina
1303	GRIFODILZEM	0	1201	Diltiazem
1306	GRIFOGEMZILO	0	1726	Gemfibrozil
1309	GRIFONIMOD	0	584	Nimodipina
1311	GRIFOPARKIN	0	809	Levodopa + carbidopa
1312	GRIFOPRIL	0	1556	Enalapril
1315	GRIFOTENOL	0	364	Atenolol
1316	GRIFOTRIAXONA	0	2539	Ceftriaxona
1317	GRIPEXIN	1	1538	Fenilpropanolamina
1317	GRIPEXIN	2	2465	Clorfeniramina
1318	GRISEOFULVINA L.CH.	0	1768	Griseofulvina
1321	GRUBEN	9	538	Belladona
1321	GRUBEN	9	1049	Codeína
1321	GRUBEN	9	1299	Sodio benzoato
1321	GRUBEN	9	2492	Sodio canfosulfonato
1321	GRUBEN	9	2748	Bromoformo
1323	GUTTALAX	0	778	Picosulfato sódico
1324	GYNERA	0	3986	Etinilestradiol + gestodeno
1325	GYNODIAN DEPOT	1	988	Prasterona
1325	GYNODIAN DEPOT	2	1600	Estradiol
1327	HALDOL	0	1773	Haloperidol
1328	HALDOL DECANOATO	0	1773	Haloperidol
1329	HALOPERIDOL	0	1773	Haloperidol
1332	HEMIBE	0	480	Metoclopramida
1335	HEPABIL	9	155	Inositol
1335	HEPABIL	9	709	Pancreatina
1335	HEPABIL	9	1056	Colina
1335	HEPABIL	9	1275	Sales biliares
1335	HEPABIL	9	1816	Menadiona
1335	HEPABIL	9	2234	Boldo
1336	HEPABOLDIN	0	2701	Hierbas medicinales
1338	HEPARINA SODICA	0	1778	Heparina
1343	HEROLAN AEROSOL	1	536	Beclometasona
1343	HEROLAN AEROSOL	2	1272	Salbutamol
1344	HEXABRIX 320	0	447	Meglumina yoxagalato
1345	HEXALECTOL	1	102	Glutámico ácido
1345	HEXALECTOL	2	836	Piridoxina
1351	HIDRALAZINA CLORHIDRATO L.CH.	0	2030	Hidralazina
1352	HIDRIUM	1	279	Amilorida
1352	HIDRIUM	2	1711	Furosemida
1355	HIDROCLOROTIAZIDA	0	22	Hidroclorotiazida
1358	HIDROCLOROTIAZIDA L.CH.	0	22	Hidroclorotiazida
1363	HIDRORONOL	0	22	Hidroclorotiazida
1374	HIPOGLOS	1	654	Vitamina A
1374	HIPOGLOS	2	1508	Vitamina D
1374	HIPOGLOS	3	889	Cinc
1375	HIRUDOID	0	2551	Sulfomucopolisacáridos
1379	HOLOXAN	0	139	Ifosfamida
1389	IBEROL 500 GRADUMET	9	65	Ascórbico ácido
1389	IBEROL 500 GRADUMET	9	81	Vitamina B12
1389	IBEROL 500 GRADUMET	9	574	Nicotinamida
1389	IBEROL 500 GRADUMET	9	791	Pantoténico ácido
1389	IBEROL 500 GRADUMET	9	836	Piridoxina
1389	IBEROL 500 GRADUMET	9	1259	Riboflavina
1389	IBEROL 500 GRADUMET	9	1404	Tiamina
1389	IBEROL 500 GRADUMET	9	2308	Hierro sulfato
1391	IBUPIRAC	0	128	Ibuprofeno
1392	IBUPROFENO	0	128	Ibuprofeno
1393	IBUPROFENO L.CH.	0	128	Ibuprofeno
1394	IBUPROFENO	0	128	Ibuprofeno
1397	IDON	0	1221	Domperidona
1400	ILIADIN NASAL	0	2143	Oximetazolina
1404	IMECOL	1	1181	Nifuroxazida
1404	IMECOL	2	1707	Ftalilsulfatiazol
1405	IMIGRAN	0	2612	Sumatriptán
1407	IMIPRAMINA L.CH.	0	142	Imipramina
1409	IMOVANE	0	1531	Zopiclona
1411	IMURAN	0	1892	Azatioprina
1412	INCORIL	0	1201	Diltiazem
1414	INDAPRESS	0	147	Indapamida
1417	INDOMETACINA	0	149	Indometacina
1420	INFOR	9	65	Ascórbico ácido
1420	INFOR	9	81	Vitamina B12
1420	INFOR	9	85	Hierro
1420	INFOR	9	97	Fólico ácido
1420	INFOR	9	105	Linoleico ácido
1420	INFOR	9	210	Alfa tocoferol
1420	INFOR	9	405	Magnesio
1420	INFOR	9	434	Manganeso
1420	INFOR	9	574	Nicotinamida
1420	INFOR	9	654	Vitamina A
1420	INFOR	9	699	Ginseng
1420	INFOR	9	741	Calcio
1420	INFOR	9	791	Pantoténico ácido
1420	INFOR	9	836	Piridoxina
1420	INFOR	9	889	Cinc
1420	INFOR	9	962	Potasio
1420	INFOR	9	1006	Procaína
1420	INFOR	9	1046	Cobre
1420	INFOR	9	1056	Colina
1420	INFOR	9	1259	Riboflavina
1420	INFOR	9	1265	Rutina
1420	INFOR	9	1404	Tiamina
1420	INFOR	9	1570	Ergocalciferol
1420	INFOR	9	1678	Flúor
1420	INFOR	9	2655	Molibdeno
1420	INFOR	9	3512	Cobalto
1420	INFOR	9	4707	Alfa-linolénico ácido
1422	INHIBACE	0	884	Cilazapril
1430	INSULINAS HUMANAS NOVO NORDISK	0	4789	Insulina humana
1431	INSUVEN	0	1209	Diosmina
1434	INTRASEPT	0	1414	Tiomersal
1439	IONAX SCRUB	1	578	Benzalconio cloruro
1439	IONAX SCRUB	2	2477	Polioxietilénico éter
1443	IONIL T	1	131	Salicílico ácido
1443	IONIL T	2	1042	Coáltar
1444	IPNOPEN	0	1625	Flunitrazepam
1446	IRRIGOR	0	1621	Flunarizina
1453	ISOMIL	9	65	Ascórbico ácido
1453	ISOMIL	9	97	Fólico ácido
1453	ISOMIL	9	210	Alfa tocoferol
1453	ISOMIL	9	216	Nicotínico ácido
1453	ISOMIL	9	414	Magnesio cloruro
1453	ISOMIL	9	479	Metionina
1453	ISOMIL	9	654	Vitamina A
1453	ISOMIL	9	760	Calcio carbonato
1453	ISOMIL	9	777	Calcio fosfato
1453	ISOMIL	9	791	Pantoténico ácido
1453	ISOMIL	9	836	Piridoxina
1453	ISOMIL	9	872	Cianocobalamina
1453	ISOMIL	9	889	Cinc
1453	ISOMIL	9	1056	Colina
1453	ISOMIL	9	1259	Riboflavina
1453	ISOMIL	9	1306	Sodio cloruro
1453	ISOMIL	9	1343	Soja
1453	ISOMIL	9	1404	Tiamina
1453	ISOMIL	9	1952	Cobre sulfato
1453	ISOMIL	9	2069	Fitomenadiona
1453	ISOMIL	9	2070	Sacarosa
1453	ISOMIL	9	2136	Vitamina D3
1453	ISOMIL	9	2308	Hierro sulfato
1453	ISOMIL	9	2310	Biotina
1453	ISOMIL	9	2361	Potasio citrato
1453	ISOMIL	9	2496	Potasio yoduro
1453	ISOMIL	9	2593	Aceites vegetales
1455	ISOPRINOSINE	0	2009	Metisoprinol
1456	ISOPTINA SR 120MG	0	1490	Verapamilo
1458	ISOPTINA	0	1490	Verapamilo
1460	MAXIDEX	0	1127	Dexametasona
1461	MAXITROL	1	553	Neomicina
1461	MAXITROL	2	949	Polimixina B
1461	MAXITROL	3	1127	Dexametasona
1465	ISOSORBIDA DINITRATO	0	221	Isosorbide dinitrato
1467	ITAN	0	480	Metoclopramida
1468	IVAREST	1	738	Calamina
1468	IVAREST	2	1173	Difenhidramina
1469	IZOFRAN	0	2534	Ondansetrón
1471	JABON DE AFRECHO	0	4398	Salvado de avena
1477	JABON NEUTRO LIQUIDO	0	1326	Sodio laurilsulfato
1479	JABON NEUTRO CON ACEITE DE ROSA MOSQUETA	0	2137	Rosa mosqueta
1481	JAQUEDRYL	1	735	Cafeína
1481	JAQUEDRYL	2	1173	Difenhidramina
1481	JAQUEDRYL	3	1575	Ergotamina
1487	KANK-EZE	1	596	Benzocaína
1487	KANK-EZE	2	1934	Cetilpiridinio
1492	KARBASALIN	1	752	Penicilina G benzatínica
1492	KARBASALIN	2	753	Penicilina G procaínica
1492	KARBASALIN	3	1870	Penicilina G potásica
1493	KATIN	0	1816	Menadiona
1494	K.C.M.C	1	818	Carboximetilcelulosa sódica
1494	K.C.M.C	2	1275	Sales biliares
1494	K.C.M.C	3	1862	Algas marinas extracto
1501	KETOCONAZOL L.CH.	0	238	Ketoconazol
1504	KETOTISIN	0	247	Ketotifeno
1506	KIADON	0	1735	Ginkgo biloba
1507	KIN	0	128	Ibuprofeno
1508	KLARICID	0	923	Claritromicina
1509	KOLIBEL	1	531	Clofedianol
1509	KOLIBEL	2	1538	Fenilpropanolamina
1509	KOLIBEL	3	2465	Clorfeniramina
1521	KRIPTONAL	0	2078	Bromocriptina
1527	LABOSALIC	1	131	Salicílico ácido
1527	LABOSALIC	2	616	Betametasona
1529	LABOSONA G	1	616	Betametasona
1529	LABOSONA G	2	1728	Gentamicina
1531	LABOTENSIL	0	364	Atenolol
1533	LACRI-LUBE	0	1017	Clorobutanol
1537	LACTULOSA	0	304	Lactulosa
1539	LAGRIMAS ARTIFICIALES L.CH.	0	1017	Clorobutanol
1543	LANVIS	0	1853	Tioguanina
1544	LARGACTIL	0	1028	Clorpromazina
1550	LAUNOL	1	805	Piperonilo butóxido
1550	LAUNOL	2	1110	Decametrina
1554	LAXANTIL	0	778	Picosulfato sódico
1557	LAXOGENO	1	413	Magnesio citrato
1557	LAXOGENO	2	660	Bisacodilo
1557	LAXOGENO	3	1300	Sodio bicarbonato
1558	LAXONAROL	0	1486	Vaselina
1562	LECHE DE MAGNESIA PHILLIPS	0	420	Magnesio hidróxido
1569	LEGALON	0	1290	Silimarina
1573	LEROGIN	1	930	Clidinio
1573	LEROGIN	2	996	Clordiazepóxido
1574	LERTAMINE	1	396	Loratadina
1574	LERTAMINE	2	2062	Seudoefedrina
1575	LERTUS	0	1159	Diclofenac dietilamina
1575	LERTUS	0	1164	Diclofenac
1582	LEUKERAN	0	1854	Clorambucilo
1586	LEVADURA DE CERVEZA	0	1979	Levadura de cerveza
1587	LEVONORGESTREL L.CH.	0	635	Levonorgestrel
1588	LEVOTIROXINA SODICA L.CH.	0	1112	Levotiroxina sódica
1590	LEXOTANIL	0	685	Bromazepam
1595	LIDOCAINA CLORHIDRATO	0	346	Lidocaína
1596	LIDOCAINA L.CH.	0	346	Lidocaína
1599	LINCOCIN	0	350	Lincomicina
1603	LINOSUN	0	355	Linestrenol
1604	LIORESYL	0	2074	Baclofeno
1607	LIPIODOL ULTRA FLUIDO	0	169	Yodo
1611	LIPOTRIL	0	1726	Gemfibrozil
1618	LISTERINE	9	66	Benzoico ácido
1618	LISTERINE	9	199	Eucaliptol
1618	LISTERINE	9	449	Mentol
1618	LISTERINE	9	473	Metilo salicilato
1618	LISTERINE	9	1416	Timol
1623	LOCRIM	1	616	Betametasona
1623	LOCRIM	2	1039	Clotrimazol
1633	LOPERAMIDA	0	390	Loperamida
1634	LOPERAMIDA	0	390	Loperamida
1635	LOPERAMIDA L.CH.	0	390	Loperamida
1638	LOPID	0	1726	Gemfibrozil
1645	LORAZEPAM L.CH.	0	398	Lorazepam
1649	LOSEC MUPS	0	653	Omeprazol
1652	LOTRIDERM	1	616	Betametasona
1652	LOTRIDERM	2	1039	Clotrimazol
1657	LUPRON SOLUCION INYECTABLE 5MG/ML	0	1128	Leuprolide acetato
1660	MAALOX	1	254	Aluminio hidróxido
1660	MAALOX	2	420	Magnesio hidróxido
1661	MAALOX PLUS	1	254	Aluminio hidróxido
1661	MAALOX PLUS	2	420	Magnesio hidróxido
1661	MAALOX PLUS	3	1291	Simeticona
1663	MACROSAN	0	600	Nitrofurantoína
1664	MADECASSOL	0	863	Centella asiática
1667	MAGNATIL	1	65	Ascórbico ácido
1667	MAGNATIL	2	405	Magnesio
1669	MALTIN JARABE	0	433	Maltodextrina
1673	MANTECA CACAO	0	2416	Manteca de cacao
1677	MARCO SWEET LIGHT	0	358	Aspartamo
1679	MARVELON	0	1123	Desogestrel + etinilestradiol
1680	MARVELON 20	0	1123	Desogestrel + etinilestradiol
1683	MATINOR	9	810	Carbinoxamina
1683	MATINOR	9	1538	Fenilpropanolamina
1683	MATINOR	9	1543	Feniltoloxamina
1683	MATINOR	9	1695	Fenilefrina
1687	MAXUCAL	0	741	Calcio
1690	MEBENDAZOL	0	439	Mebendazol
1691	MEBENDAZOL L.CH.	0	439	Mebendazol
1692	MECLOMEN	0	1821	Meclofenámico ácido
1698	MEDROL	0	477	Metilprednisolona
1699	MEDROXIPROGESTERONA ACETATO L.CH.	0	442	Medroxiprogesterona
1704	MELITASE	0	2631	Levodopa + benserazida
1708	MENTALOL	1	194	Alcanfor
1708	MENTALOL	2	449	Mentol
1708	MENTALOL	3	1027	Cloroxilenol
1710	MENTHOLATUM UNGÜENTO	1	449	Mentol
1710	MENTHOLATUM UNGÜENTO	2	194	Alcanfor
1711	MENTHOSE	9	194	Alcanfor
1711	MENTHOSE	9	199	Eucaliptol
1711	MENTHOSE	9	449	Mentol
1711	MENTHOSE	9	473	Metilo salicilato
1711	MENTHOSE	9	2988	Aceite de pino
1714	MERCINA	0	1577	Eritromicina
1718	MERPAL MICRONIZER	0	1164	Diclofenac
1723	METAMIZOL SODICO	0	1785	Dipirona
1725	METAMUCIL	0	2503	Plantago psyllium
1731	METICORTEN	0	998	Prednisona
1734	METILDOPA L.CH.	0	468	Metildopa
1737	METOCLOPRAMIDA	0	480	Metoclopramida
1738	METOCLOPRAMIDA L.CH.	0	480	Metoclopramida
1744	METRONIDAZOL	0	489	Metronidazol
1746	METRONIDAZOL	0	489	Metronidazol
1747	METRONIDAZOL L.CH.	0	489	Metronidazol
1749	METROPAST	0	489	Metronidazol
1750	METROPAST 1000	0	489	Metronidazol
1752	MIACALCIC	0	2330	Calcitonina
1754	MICOFIN	0	1614	Fluconazol
1755	MICOLIS	0	1545	Econazol
1757	MICOSTATIN	0	594	Nistatina
1759	MICROGYNON	0	4732	Levonorgestrel + etinilestradiol
1761	MICROMEX	0	653	Omeprazol
1762	MICROVAL	0	635	Levonorgestrel
1765	MIEL DE BORAX	1	1302	Sodio borato
1765	MIEL DE BORAX	2	2700	Miel
1766	MIEL DE BORAX	1	1302	Sodio borato
1766	MIEL DE BORAX	2	2700	Miel
1767	MIGRAGESIC	9	735	Cafeína
1767	MIGRAGESIC	9	1575	Ergotamina
1767	MIGRAGESIC	9	1785	Dipirona
1767	MIGRAGESIC	9	2465	Clorfeniramina
1768	MIGRANOL	1	735	Cafeína
1768	MIGRANOL	2	1575	Ergotamina
1768	MIGRANOL	3	1785	Dipirona
1772	MINIDIAB	0	1751	Glipizida
1775	MINULET	0	3986	Etinilestradiol + gestodeno
1777	MIRCOL	0	452	Mequitazina
1778	MIRION	0	1600	Estradiol
1782	MITROTIL	0	1376	Tenoxicam
1783	MIXGEN	1	616	Betametasona
1783	MIXGEN	2	1728	Gentamicina
1784	MIZONASE	1	493	Miconazol
1784	MIZONASE	2	1418	Tinidazol
1785	MOBILAT	1	2551	Sulfomucopolisacáridos
1785	MOBILAT	2	2674	Suprarrenal extracto
1786	MODANE	1	791	Pantoténico ácido
1786	MODANE	2	2399	Dantrón
1787	MODECATE	0	1831	Flufenazina
1790	MODULO CALORICO	0	433	Maltodextrina
1793	MOLCA	1	552	Bencetonio cloruro
1793	MOLCA	2	734	Diaminoacridina
1795	MORELIN	1	299	Amitriptilina
1795	MORELIN	2	996	Clordiazepóxido
1796	MORFINA CLORHIDRATO L.CH.	0	509	Morfina
1799	MOTRIN	0	128	Ibuprofeno
1803	MUCOLITICO	0	2236	Acetilcisteína
1806	MUCOSOLVAN	0	264	Ambroxol
1808	MULCATEL	0	1350	Sucralfato
1811	MULTILIND	1	594	Nistatina
1811	MULTILIND	2	889	Cinc
1820	MUXOL	0	264	Ambroxol
1822	MYCOSPORAN	0	633	Bifonazol
1823	MYDFRIN	0	1695	Fenilefrina
1824	MYDRIACYL	0	1476	Tropicamida
1827	MYLERAN	0	2195	Busulfán
1831	NAPHCON-A	1	522	Nafazolina
1831	NAPHCON-A	2	1558	Feniramina
1836	NASILEX	1	2062	Seudoefedrina
1836	NASILEX	2	2465	Clorfeniramina
1837	NASTIZOL	1	2062	Seudoefedrina
1837	NASTIZOL	2	2465	Clorfeniramina
1838	NASTIZOL COMPOSITUM	1	740	Paracetamol
1838	NASTIZOL COMPOSITUM	2	2062	Seudoefedrina
1838	NASTIZOL COMPOSITUM	3	2465	Clorfeniramina
1839	NATABEC	9	65	Ascórbico ácido
1839	NATABEC	9	81	Vitamina B12
1839	NATABEC	9	97	Fólico ácido
1839	NATABEC	9	574	Nicotinamida
1839	NATABEC	9	654	Vitamina A
1839	NATABEC	9	760	Calcio carbonato
1839	NATABEC	9	836	Piridoxina
1839	NATABEC	9	1259	Riboflavina
1839	NATABEC	9	1404	Tiamina
1839	NATABEC	9	1570	Ergocalciferol
1839	NATABEC	9	2308	Hierro sulfato
1840	NATUARTROL	1	1334	Sodio salicilato
1840	NATUARTROL	2	2701	Hierbas medicinales
1843	NATURLAX	0	834	Cassia angustifolia Vahl.
1843	NATURLAX	1	834	Cassia angustifolia Vahl.
1843	NATURLAX	2	2782	Orozuz extracto
1843	NATURLAX	3	3699	Ciruela
1849	NEFERSIL	0	2975	Lisina clonixinato
1850	NEFERSIL B	9	836	Piridoxina
1850	NEFERSIL B	9	872	Cianocobalamina
1850	NEFERSIL B	9	1404	Tiamina
1850	NEFERSIL B	9	1504	Hidroxocobalamina
1850	NEFERSIL B	9	2975	Lisina clonixinato
1856	NEOGASOL	0	1291	Simeticona
1857	NEO-SINTROM	0	1791	Acenocumarol
1858	NEOMICINA SULFATO L.CH.	0	553	Neomicina
1863	NEOSTIGMINA BROMURO L.CH.	0	1837	Neostigmina
1869	NERVOTON	9	574	Nicotinamida
1869	NERVOTON	9	836	Piridoxina
1869	NERVOTON	9	872	Cianocobalamina
1869	NERVOTON	9	1259	Riboflavina
1869	NERVOTON	9	1404	Tiamina
1870	NETAF	0	245	Ketorolac
1871	NEULEPTIL	0	1223	Propericiazina
1874	NEUROBIONTA	1	81	Vitamina B12
1874	NEUROBIONTA	2	836	Piridoxina
1874	NEUROBIONTA	3	1404	Tiamina
1878	NEUROSANDE	1	836	Piridoxina
1878	NEUROSANDE	2	872	Cianocobalamina
1878	NEUROSANDE	3	1404	Tiamina
1889	NICERGOLINA L.CH.	0	568	Nicergolina
1890	NICORETTE	0	573	Nicotina
1892	NICOTEARS	1	78	Hidroxipropilmetilcelulosa
1892	NICOTEARS	2	1139	Dextrán
1893	NICOTINELL TTS	0	573	Nicotina
1894	NIFEDIPINO L.CH.	0	576	Nifedipina
1899	NIKABLEOMICINA	0	2254	Bleomicina
1901	NIMOTOP	0	584	Nimodipina
1902	NIOFEN	0	128	Ibuprofeno
1904	NISTAGLOS	9	594	Nistatina
1904	NISTAGLOS	9	654	Vitamina A
1904	NISTAGLOS	9	889	Cinc
1904	NISTAGLOS	9	1570	Ergocalciferol
1905	NISTATINA	0	594	Nistatina
1907	NISTATINA L.CH.	0	594	Nistatina
1908	NISTATINA METRONIDAZOL L.CH.	1	489	Metronidazol
1908	NISTATINA METRONIDAZOL L.CH.	2	594	Nistatina
1912	NITRENDIPINO	0	597	Nitrendipina
1913	NITRODERM TTS	0	605	Nitroglicerina
1916	NITROFURANTOINA L.CH.	0	600	Nitrofurantoína
1918	NITROGLICERINA L.CH.	0	605	Nitroglicerina
1923	NOCTILAN	0	705	Brotizolam
1924	NOCTON	0	401	Lormetazepam
1930	NORDETTE	0	4732	Levonorgestrel + etinilestradiol
1931	NORDIOL	0	4732	Levonorgestrel + etinilestradiol
1933	NO-REF	1	480	Metoclopramida
1933	NO-REF	2	996	Clordiazepóxido
1933	NO-REF	3	1291	Simeticona
1936	NORMATEN	1	22	Hidroclorotiazida
1936	NORMATEN	2	1556	Enalapril
1938	NORVASC	0	2222	Amlodipina
1939	NORVETAL	0	4732	Levonorgestrel + etinilestradiol
1940	NOSCAPINA JARABE	0	639	Noscapina
1946	NOSCAPINA L.CH.	0	639	Noscapina
1950	NOVADREL	1	619	Betametasona dipropionato
1950	NOVADREL	2	1039	Clotrimazol
1951	NOVAFAC	1	442	Medroxiprogesterona
1951	NOVAFAC	2	1644	Estrógenos conjugados
1954	NOVALONA	1	676	Oxazepam
1954	NOVALONA	2	1587	Hioscina butilbromuro
1956	NOVARNELA	1	616	Betametasona
