"DESCRIPTIONID_VTM"	"VTM"	"DESCRIPTIONID_VMP"	"VMP"
"10305571000999111"	"PREPARADO CON SULFADIAZINA"	"6921201000999110"	"SULFADIAZINA 500 MG SELLO"
"10305771000999118"	"PREPARADO CON LAMIVUDINA"	"10369331000999117"	"LAMIVUDINA 10 MG/ML SOLUCION EN FRASCO DE 240 ML"
"10305771000999118"	"PREPARADO CON LAMIVUDINA"	"10369781000999117"	"LAMIVUDINA 10 MG/ML, SOLUCION EN FRASCO DE 200 ML"
"10305771000999118"	"PREPARADO CON LAMIVUDINA"	"10448851000999114"	"LAMIVUDINA 300 MG COMPRIMIDO"
"10305771000999118"	"PREPARADO CON LAMIVUDINA"	"5407231000999118"	"LAMIVUDINA 150 MG COMPRIMIDO"
"10305771000999118"	"PREPARADO CON LAMIVUDINA"	"6873581000999112"	"LAMIVUDINA 100 MG COMPRIMIDO"
"10306601000999110"	"PREPARADO CON GABAPENTIN"	"10306681000999119"	"GABAPENTIN 300 MG COMPRIMIDO"
"10306601000999110"	"PREPARADO CON GABAPENTIN"	"10318521000999119"	"GABAPENTIN 100 MG COMPRIMIDO"
"10306601000999110"	"PREPARADO CON GABAPENTIN"	"5404501000999115"	"GABAPENTINA 400 MG CAPSULAS"
"10307221000999118"	"PREPARADO CON PARACETAMOL Y CODEINA"	"6899891000999115"	"CODEINA 7,5 MG PARACETAMOL 125 MG SELLO"
"10307221000999118"	"PREPARADO CON PARACETAMOL Y CODEINA"	"6899951000999117"	"CODEINA 10 MG PARACETAMOL 1,43 MG SELLO"
"10307221000999118"	"PREPARADO CON PARACETAMOL Y CODEINA"	"6989621000999111"	"PARACETAMOL 250 MG CODEINA 15 MG SELLO"
"10307221000999118"	"PREPARADO CON PARACETAMOL Y CODEINA"	"6989661000999118"	"PARACETAMOL 85 MG CODEINA 5 MG SELLO"
"10307221000999118"	"PREPARADO CON PARACETAMOL Y CODEINA"	"7007311000999113"	"PARACETAMOL 300 MG CODEINA 60 MG COMPRIMIDO"
"10307221000999118"	"PREPARADO CON PARACETAMOL Y CODEINA"	"7007761000999112"	"PARACETAMOL 500 MG FOSFATO CODEINA 30 MG COMPRIMIDO"
"10307271000999117"	"PREPARADO CON ALOPURINOL Y COLCHICINA"	"10699941000999118"	"ALOPURINOL 300 MG COLCHICINA 0.5 MG CAPSULA"
"10307271000999117"	"PREPARADO CON ALOPURINOL Y COLCHICINA"	"7024781000999115"	"ALOPURINOL 100 MG COLCHICINA 0,5 MG COMPRIMIDO"
"10307351000999116"	"PREPARADO CON METFORMINA"	"10312091000999112"	"METFORMINA 500 MG COMPRIMIDO"
"10307351000999116"	"PREPARADO CON METFORMINA"	"10317591000999116"	"METFORMINA 850 MG COMPRIMIDO"
"10307351000999116"	"PREPARADO CON METFORMINA"	"10434371000999117"	"METFORMINA 1000 MG COMPRIMIDO"
"10307351000999116"	"PREPARADO CON METFORMINA"	"7000561000999118"	"METFORMINA 850 MG COMPRIMIDOS LIBERACION MODIFICADA"
"10307351000999116"	"PREPARADO CON METFORMINA"	"7235021000999113"	"METFORMINA 500 MG COMPRIMIDO LIBERACION PROLONGADA"
"10307351000999116"	"PREPARADO CON METFORMINA"	"8989441000999113"	"METFORMINA 1 GR, COMPRIMIDO DE LIBERACION MODIFICADA"
"10307351000999116"	"PREPARADO CON METFORMINA"	"9097581000999119"	"METFORMINA 750 MG COMPRIMIDO LIBERACION PROLONGADA"
"10307431000999116"	"PREPARADO CON PREGABALINA"	"10307461000999112"	"PREGABALINA 75 MG COMPRIMIDO"
"10307431000999116"	"PREPARADO CON PREGABALINA"	"10313411000999115"	"PREGABALINA 150 MG COMPRIMIDO"
"10307431000999116"	"PREPARADO CON PREGABALINA"	"6881281000999116"	"PREGABALINA 300 MG CAPSULA"
"10308011000999115"	"PREPARADO CON CARBONATO DE LITIO"	"10447601000999113"	"CARBONATO DE LITIO 150 MG COMPRIMIDO"
"10308011000999115"	"PREPARADO CON CARBONATO DE LITIO"	"12704301000999116"	"CARBONATO DE LITIO 300 MG COMPRIMIDO"
"10308011000999115"	"PREPARADO CON CARBONATO DE LITIO"	"7202431000999117"	"CARBONATO DE LITIO 450 MG COMPRIMIDO"
"10308391000999110"	"PREPARADO CON BISACODILO"	"6759691000999111"	"BISACODILO 5 MG COMPRIMIDO"
"10311881000999112"	"PREPARADO CON SULFATO FERROSO"	"10369671000999112"	"SULFATO FERROSO 125 MG /ML SOLUCION EN FRASCO DE 20 ML"
"10311881000999112"	"PREPARADO CON SULFATO FERROSO"	"10369691000999113"	"SULFATO FERROSO 125 MG /ML SOLUCION EN FRASCO DE 30 ML"
"10311881000999112"	"PREPARADO CON SULFATO FERROSO"	"10369701000999113"	"SULFATO FERROSO 125 MG /ML SOLUCION EN FRASCO DE 45 ML"
"10311881000999112"	"PREPARADO CON SULFATO FERROSO"	"10446101000999115"	"SULFATO FERROSO 400 MG CAPSULA"
"10311881000999112"	"PREPARADO CON SULFATO FERROSO"	"11094131000999113"	"SULFATO FERROSO 90 MG/5 ML SOLUCION EN ENVASE DE 120 ML"
"10311881000999112"	"PREPARADO CON SULFATO FERROSO"	"5406881000999118"	"SULFATO FERROSO 200 MG COMPRIMIDO"
"10311881000999112"	"PREPARADO CON SULFATO FERROSO"	"6922721000999118"	"SULFATO FERROSO 65 MG COMPRIMIDO"
"10311881000999112"	"PREPARADO CON SULFATO FERROSO"	"8565701000999111"	"SULFATO FERROSO 330 MG COMPRIMIDO"
"10311881000999112"	"PREPARADO CON SULFATO FERROSO"	"9510821000999118"	"SULFATO FERROSO 40 MG, COMPRIMIDO"
"10311881000999112"	"PREPARADO CON SULFATO FERROSO"	"9510831000999115"	"SULFATO FERROSO 80 MG, COMPRIMIDO"
"10311941000999111"	"PREPARADO CON ACETAZOLAMIDA"	"5404691000999113"	"ACETAZOLAMIDA 250 MG COMPRIMIDO"
"10311941000999111"	"PREPARADO CON ACETAZOLAMIDA"	"6876051000999117"	"ACETAZOLAMIDA 15 MG SELLO"
"10311941000999111"	"PREPARADO CON ACETAZOLAMIDA"	"6876071000999114"	"ACETAZOLAMIDA 25 MG SELLO"
"10311981000999118"	"PREPARADO CON VIGABATRIN"	"6927731000999118"	"VIGABATRIN 100 MG SELLO"
"10311981000999118"	"PREPARADO CON VIGABATRIN"	"6927761000999114"	"VIGABATRIN 125 MG SELLO"
"10311981000999118"	"PREPARADO CON VIGABATRIN"	"6927791000999119"	"VIGABATRIN 70 MG SELLO"
"10312021000999110"	"PREPARADO CON VIGABARTIN"	"5412861000999114"	"VIGABATRINA 500 MG COMPRIMIDO"
"10312071000999111"	"PREPARADO CON DONEPECILO"	"10312011000999115"	"DONEPECILO 10 MG, COMPRIMIDO"
"10312071000999111"	"PREPARADO CON DONEPECILO"	"10313311000999112"	"DONEPECILO 5 MG, COMPRIMIDO"
"10312071000999111"	"PREPARADO CON DONEPECILO"	"7012411000999115"	"DONEPEZILO 5 MG SELLO"
"10312261000999112"	"PREPARADO CON ENALAPRILATO"	"10530091000999118"	"ENALAPRILATO 2.5 MG/2 ML, SOLUCION EN AMPOLLA"
"10312481000999116"	"PREPARADO CON PIRIDOXINA, TIAMINA Y CIANOCOBALAMINA"	"10317631000999116"	"PIRIDOXINA 140 MG TIAMINA 125 MG CIANOCOBALAMINA 5000 MG COMPRIMIDO"
"10312481000999116"	"PREPARADO CON PIRIDOXINA, TIAMINA Y CIANOCOBALAMINA"	"10724801000999110"	"TIAMINA 125 MG PIRIDOXINA 140 MG CIANOCOBALAMINA 5.000 MCG COMPRIMIDO"
"10312481000999116"	"PREPARADO CON PIRIDOXINA, TIAMINA Y CIANOCOBALAMINA"	"8954501000999116"	"PIRIDOXINA 250 MG, TIAMINA 250 MG, CIANOCOBALAMINA 3 MG, COMPRIMIDO"
"10312481000999116"	"PREPARADO CON PIRIDOXINA, TIAMINA Y CIANOCOBALAMINA"	"8954541000999119"	"PIRIDOXINA 250 MG, TIAMINA 250 MG, CIANOCOBALAMINA 5000 MG, COMPRIMIDO"
"10313141000999113"	"PREPARADO CON FINASTERIDE"	"10313161000999112"	"FINASTERIDE 5 MG COMPRIMIDO"
"10313321000999117"	"PREPARADO CON METIMAZOL"	"5409921000999118"	"METIMAZOL 5 MG COMPRIMIDO"
"10313321000999117"	"PREPARADO CON METIMAZOL"	"6866801000999115"	"METIMAZOL 20 MG COMPRIMIDO"
"10313321000999117"	"PREPARADO CON METIMAZOL"	"9394531000999111"	"METIMAZOL 0.5 MG SELLO"
"10313371000999116"	"PREPARADO CON ACIDO FOLICO Y CINC"	"10313401000999118"	"ACIDO FOLICO 0.1 MG CINC 3.75 MG COMPRIMIDO"
"10313371000999116"	"PREPARADO CON ACIDO FOLICO Y CINC"	"10429011000999112"	"ACIDO FOLICO 0.075 MG CINC 1.87 MG COMPRIMIDO"
"10313371000999116"	"PREPARADO CON ACIDO FOLICO Y CINC"	"10429661000999117"	"ACIDO FOLICO 0,0132 MG CINC 0,225 MG CAPSULA"
"10313371000999116"	"PREPARADO CON ACIDO FOLICO Y CINC"	"10442871000999119"	"ACIDO FOLICO 200 MCG CINC 7.5 MG CAPSULA"
"10313371000999116"	"PREPARADO CON ACIDO FOLICO Y CINC"	"6891431000999117"	"ACIDO FOLICO 0,40 MG CINC 10 MG COMPRIMIDO"
"10313371000999116"	"PREPARADO CON ACIDO FOLICO Y CINC"	"6891451000999111"	"ACIDO FOLICO 0,40 MG CINC 15 MG COMPRIMIDO"
"10313371000999116"	"PREPARADO CON ACIDO FOLICO Y CINC"	"6891941000999115"	"ACIDO FOLICO 1  MG  CINC 0,5 MG  COMPRIMIDO"
"10313371000999116"	"PREPARADO CON ACIDO FOLICO Y CINC"	"6900711000999118"	"ACIDO FOLICO 400 MCG  CINC 23,8 MG  COMPRIMIDO"
"10313371000999116"	"PREPARADO CON ACIDO FOLICO Y CINC"	"6900721000999113"	"ACIDO FOLICO 400 MCG CINC 24 MG COMPRIMIDO"
"10313371000999116"	"PREPARADO CON ACIDO FOLICO Y CINC"	"6900731000999111"	"ACIDO FOLICO 400  MCG CINC 7,5 MG COMPRIMIDO"
"10313371000999116"	"PREPARADO CON ACIDO FOLICO Y CINC"	"6900861000999112"	"ACIDO FOLICO 400 MG CINC 15 MG COMPRIMIDO"
"10313501000999117"	"PREPARADO CON MESALAZINA"	"10600851000999117"	"MESALAZINA 1000 MG/SOBRE POLVO PARA SUSPENSION"
"10313501000999117"	"PREPARADO CON MESALAZINA"	"10716941000999115"	"MESALAZINA 1200 MG COMPRIMIDO"
"10313501000999117"	"PREPARADO CON MESALAZINA"	"10912671000999114"	"MESALAZINA 500 MG COMPRIMIDO LIBERACION PROLONGADA"
"10313501000999117"	"PREPARADO CON MESALAZINA"	"11109831000999111"	"MESALAZINA 66.6 MG/ML SOLUCION PARA ENEMA X 60 ML"
"10313501000999117"	"PREPARADO CON MESALAZINA"	"11246891000999114"	"MESALAZINA 1000 MG/100 ML SOLUCION PARA ENEMA"
"10313501000999117"	"PREPARADO CON MESALAZINA"	"6866711000999113"	"MESALAZINA 500 MG SUPOSITORIO"
"10313501000999117"	"PREPARADO CON MESALAZINA"	"6980381000999114"	"MESALAZINA 400 MG SUPOSITORIO"
"10313501000999117"	"PREPARADO CON MESALAZINA"	"6980421000999117"	"MESALAZINA 800 MG COMPRIMIDO"
"10313501000999117"	"PREPARADO CON MESALAZINA"	"6989721000999116"	"MESALAZINA 1G SUPOSITORIO"
"10313531000999112"	"PREPARADO CON ETAMBUTOL"	"10313541000999115"	"ETAMBUTOL 400  MG COMPRIMIDO"
"10313531000999112"	"PREPARADO CON ETAMBUTOL"	"8981861000999111"	"ETAMBUTOL 200 MG CAPSULA"
"10313761000999111"	"PREPARADO CON BROMOCRIPTINA"	"10313791000999116"	"BROMOCRIPTINA 5 MG COMPRIMIDO"
"10313761000999111"	"PREPARADO CON BROMOCRIPTINA"	"7004891000999116"	"BROMOCRIPTINA 2,5 MG COMPRIMIDO"
"10313811000999117"	"PREPARADO CON ETINILESTRADIOL Y NORETISTERONA"	"6966861000999114"	"ETINILESTRADIOL 0,01 MG NORETISTERONA 2 MG COMPRIMIDO"
"10314321000999115"	"PREPARADO CON INSULINA LISPRO PROTAMINA E INSULINA LISPRO"	"10408701000999112"	"INSULINA LISPRO PROTAMINA 75% LISPRO 25% 100 UI/ML KWIKPEN DE 3 ML"
"10314321000999115"	"PREPARADO CON INSULINA LISPRO PROTAMINA E INSULINA LISPRO"	"10408761000999113"	"INSULINA LISPRO PROTAMINA 50% LISPRO 50% 100 UI/ML KWIKPEN DE 3 ML"
"10314321000999115"	"PREPARADO CON INSULINA LISPRO PROTAMINA E INSULINA LISPRO"	"10530951000999112"	"INSULINA LISPRO PROTAMINA 75% LISPRO 25% 100 UI/ML CARTUCHO DE 3 ML"
"10314591000999114"	"PREPARADO CON ZIDOVUDINA Y LAMIVUDINA"	"6930511000999115"	"ZIDOVUDINA 300 MG LAMIVUDINA 150 MG COMPRIMIDO"
"10314971000999118"	"PREPARADO CON LOSARTAN E HIDROCLOROTIAZIDA"	"6918861000999112"	"LOSARTAN 100 MG HIDROCLOROTIAZIDA 25 MG COMPRIMIDO"
"10314971000999118"	"PREPARADO CON LOSARTAN E HIDROCLOROTIAZIDA"	"6918871000999118"	"LOSARTAN 50 MG HIDROCLOROTIAZIDA 12,5 MG COMPRIMIDO"
"10314971000999118"	"PREPARADO CON LOSARTAN E HIDROCLOROTIAZIDA"	"7202731000999110"	"LOSARTAN 100 MG HIDROCLOROTIAZIDA 12,5 MG COMPRIMIDO"
"10315091000999117"	"PREPARADO CON BETAMETASONA Y DICLOFENAC"	"10677891000999116"	"DICLOFENAC 50 MG BETAMETASONA 0.30 MG LIOFILIZADO EN AMPOLLA"
"10315091000999117"	"PREPARADO CON BETAMETASONA Y DICLOFENAC"	"7025771000999119"	"DICLOFENAC 50 MG  BETAMETASONA 0,30 MG  COMPRIMIDO"
"10315201000999118"	"PREPARADO CON RITONAVIR"	"10315221000999110"	"RITONAVIR 100 MG COMPRIMIDO"
"10315201000999118"	"PREPARADO CON RITONAVIR"	"11053631000999114"	"RITONAVIR 80 MG/ML SOLUCION ORAL EN ENVASE DE 240 ML"
"10315201000999118"	"PREPARADO CON RITONAVIR"	"11053651000999115"	"RITONAVIR 80 MG/ML SOLUCION ORAL EN ENVASE DE 200 ML"
"10315301000999113"	"PREPARADO CON OSELTAMIVIR"	"11458271000999110"	"OSELTAMIVIR 12 MG/ML SUSPENSIÓN PARA RECONSTITUIR EN 75 ML"
"10315371000999115"	"PREPARADO CON ROSUVASTATINA"	"10315341000999110"	"ROSUVASTATINA 10 MG COMPRIMIDO"
"10315371000999115"	"PREPARADO CON ROSUVASTATINA"	"6882041000999111"	"ROSUVASTATINA 20 MG COMPRIMIDO"
"10315371000999115"	"PREPARADO CON ROSUVASTATINA"	"6882061000999110"	"ROSUVASTATINA 40 MG COMPRIMIDO"
"10315371000999115"	"PREPARADO CON ROSUVASTATINA"	"6882081000999118"	"ROSUVASTATINA 5 MG COMPRIMIDO"
"10315411000999119"	"PREPARADO CON BUSULFANO"	"10341931000999111"	"BUSULFANO 60 MG/10 ML SOLUCION EN AMPOLLA"
"10315411000999119"	"PREPARADO CON BUSULFANO"	"5400811000999114"	"BUSULFANO 2 MG COMPRIMIDO"
"10315411000999119"	"PREPARADO CON BUSULFANO"	"6876821000999116"	"BUSULFANO 17 MG SELLO"
"10315411000999119"	"PREPARADO CON BUSULFANO"	"7011251000999114"	"BUSULFANO 10 MG/5 ML SUSPENSION"
"10315551000999117"	"PREPARADO CON ENALAPRIL E HIDROCLOROTIAZIDA"	"6938941000999114"	"ENALAPRIL 10 MG HIDROCLOROTIAZIDA 25 MG COMPRIMIDO"
"10315551000999117"	"PREPARADO CON ENALAPRIL E HIDROCLOROTIAZIDA"	"6938961000999113"	"ENALAPRIL 20  MG  HIDROCLOROTIAZIDA 12,5 MG  COMPRIMIDO"
"10316201000999110"	"PREPARADO CON PARACETAMOL Y TRAMADOL"	"7007561000999117"	"PARACETAMOL 325 MG TRAMADOL 37,5 MG COMPRIMIDO"
"10316331000999110"	"PREPARADO CON SIROLIMUS"	"10951251000999118"	"SIROLIMUS 1 MG/ML SOLUCION ORAL EN FRASCO DE 60 ML"
"10316331000999110"	"PREPARADO CON SIROLIMUS"	"6882221000999113"	"SIROLIMUS 1 MG COMPRIMIDO"
"10316331000999110"	"PREPARADO CON SIROLIMUS"	"6882251000999117"	"SIROLIMUS 2 MG COMPRIMIDO"
"10316681000999117"	"PREPARADO CON MONTELUKAST"	"10324911000999118"	"MONTELUKAST  4 MG COMPRIMIDO"
"10316681000999117"	"PREPARADO CON MONTELUKAST"	"10339861000999113"	"MONTELUKAST 5 MG COMPRIMIDO"
"10316681000999117"	"PREPARADO CON MONTELUKAST"	"10747351000999112"	"MONTELUKAST 4 MG/SOBRE POLVO GRANULADO"
"10316681000999117"	"PREPARADO CON MONTELUKAST"	"5410061000999116"	"MONTELUKAST 10 MG COMPRIMIDO"
"10316761000999118"	"PREPARADO CON CARBONATO DE CALCIO Y GLUCONATO DE CALCIO"	"6929651000999111"	"CARBONATO CALCIO 1750 MG GLUCONATO CALCIO 2327 MG COMPRIMIDO"
"10316931000999111"	"PREPARADO CON FENITOINA Y FENOBARBITAL"	"6894001000999116"	"FENITOINA 100 MG FENOBARBITAL 100 MG COMPRIMIDO"
"10316931000999111"	"PREPARADO CON FENITOINA Y FENOBARBITAL"	"6894051000999117"	"FENITOINA 100 MG FENOBARBITAL 50 MG COMPRIMIDO"
"10316931000999111"	"PREPARADO CON FENITOINA Y FENOBARBITAL"	"6894131000999112"	"FENITOINA 50 MG FENOBARBITAL 50 MG COMPRIMIDO"
"10316961000999115"	"PREPARADO CON ENTECAVIR"	"10317011000999117"	"ENTECAVIR 0.5 MG COMPRIMIDO"
"10316961000999115"	"PREPARADO CON ENTECAVIR"	"11076631000999118"	"ENTECAVIR 0.25 MG/5 ML SOLUCION EN ENVASE DE 210 ML"
"10316961000999115"	"PREPARADO CON ENTECAVIR"	"6865701000999115"	"ENTECAVIR 1 MG COMPRIMIDO"
"10317041000999118"	"PREPARADO CON PARACETAMOL Y CAFEINA"	"10438871000999118"	"PARACETAMOL 500 MG CAFEINA 65 MG COMPRIMIDO"
"10317041000999118"	"PREPARADO CON PARACETAMOL Y CAFEINA"	"7006921000999115"	"PARACETAMOL 250 MG CAFEINA 50 MG COMPRIMIDO"
"10317041000999118"	"PREPARADO CON PARACETAMOL Y CAFEINA"	"7007591000999112"	"PARACETAMOL 350 MG CAFEINA 20 MG COMPRIMIDO"
"10317041000999118"	"PREPARADO CON PARACETAMOL Y CAFEINA"	"7007631000999112"	"PARACETAMOL 400 MG CAFEINA 100 MG COMPRIMIDO"
"10317041000999118"	"PREPARADO CON PARACETAMOL Y CAFEINA"	"7007671000999110"	"PARACETAMOL 500 MG CAFEINA 25 MG COMPRIMIDO"
"10317041000999118"	"PREPARADO CON PARACETAMOL Y CAFEINA"	"7007691000999111"	"PARACETAMOL 500 MG CAFEINA 50 MG COMPRIMIDO"
"10317111000999118"	"PREPARADO CON METOPROLOL"	"7179461000999113"	"METOPROLOL 100 MG COMPRIMIDO"
"10317111000999118"	"PREPARADO CON METOPROLOL"	"7179481000999116"	"METOPROLOL 100 MG COMPRIMIDO LIBERACION PROLONGADA"
"10317111000999118"	"PREPARADO CON METOPROLOL"	"7179491000999118"	"METOPROLOL 200 MG COMPRIMIDO LIBERACION PROLONGADA"
"10317111000999118"	"PREPARADO CON METOPROLOL"	"7179501000999113"	"METOPROLOL 25 MG COMPRIMIDO LIBERACION PROLONGADA"
"10317111000999118"	"PREPARADO CON METOPROLOL"	"7179511000999111"	"METOPROLOL 50 MG COMPRIMIDO LIBERACION PROLONGADA"
"10317211000999111"	"PREPARADO CON DAPSONA"	"6712901000999110"	"DAPSONA 100 MG COMPRIMIDO"
"10317371000999111"	"PREPARADO CON RIFAMPICINA Y TRIMETOPRIMA COMPRIMIDO"	"6919131000999116"	"RIFAMPICINA 300 MG TRIMETOPRIMA 80 MG COMPRIMIDO"
"10317411000999112"	"PREPARADO CON LIOTIRONINA"	"10317451000999113"	"LIOTIRONINA 0.02 MG COMPRIMIDO"
"10318071000999114"	"PREPARADO CON CIPROHEPTADINA Y FOSFATO DE CALCIO"	"7016701000999111"	"CIPROHEPTADINA 2 MG FOSFATO CALCIO 250 MG COMPRIMIDO"
"10318161000999116"	"PREPARADO CON PIRIMETAMINA"	"5412881000999117"	"PIRIMETAMINA 25 MG COMPRIMIDO"
"10318161000999116"	"PREPARADO CON PIRIMETAMINA"	"6913801000999118"	"PIRIMETAMINA 3,5 MG SELLO"
"10318161000999116"	"PREPARADO CON PIRIMETAMINA"	"6913821000999110"	"PIRIMETAMINA 5 MG SELLO"
"10318161000999116"	"PREPARADO CON PIRIMETAMINA"	"6913841000999116"	"PIRIMETAMINA 6 MG SELLO"
"10318181000999113"	"PREPARADO CON ACIDO FOLICO Y ACIDO ASCORBICO"	"6887061000999113"	"ACIDO FOLICO 0,10 MG  ACIDO ASCORBICO 60  MG COMPRIMIDO"
"10318291000999115"	"PREPARADO CON EXEMESTANO"	"6760271000999112"	"EXEMESTANO 25 MG COMPRIMIDO"
"10318351000999115"	"PREPARADO CON ACIDO FOLICO Y RETINOL"	"6891551000999112"	"ACIDO FOLICO 0,40 MG RETINOL 5000  UI COMPRIMIDO"
"10318351000999115"	"PREPARADO CON ACIDO FOLICO Y RETINOL"	"6891571000999115"	"ACIDO FOLICO 0,40 MG RETINOL 6000  UI COMPRIMIDO"
"10318351000999115"	"PREPARADO CON ACIDO FOLICO Y RETINOL"	"6900411000999111"	"ACIDO FOLICO 200 MCG RETINOL 12500 UINT COMPRIMIDO"
"10318351000999115"	"PREPARADO CON ACIDO FOLICO Y RETINOL"	"6928031000999119"	"VITAMINA A 3333 UI ACIDO FOLICO 0,1 MG COMPRIMIDO EFERVESCENTE"
"10320321000999118"	"PREPARADO CON FLAVOXATO"	"6896051000999113"	"FLAVOXATO 200 MG COMPRIMIDO"
"10320381000999119"	"PREPARADO CON GEMFIBROZILO"	"6898891000999112"	"GEMFIBROZILO 900 MG COMPRIMIDO"
"10320471000999112"	"PREPARADO CON NITAZOXANIDA"	"11073441000999116"	"NITAZOXANIDA 100 MG/5 ML, SUSPENSION EN ENVASE DE 60 ML"
"10320471000999112"	"PREPARADO CON NITAZOXANIDA"	"6759901000999114"	"NITAZOXANIDA 500 MG COMPRIMIDO"
"10320581000999114"	"PREPARADO CON FLUTAMIDA"	"5403501000999117"	"FLUTAMIDA 250 MG COMPRIMIDO"
"10320581000999114"	"PREPARADO CON FLUTAMIDA"	"6897231000999113"	"FLUTAMIDA 100 MG COMPRIMIDO"
"10320581000999114"	"PREPARADO CON FLUTAMIDA"	"6897261000999117"	"FLUTAMIDA 400 MG COMPRIMIDO"
"10320671000999110"	"PREPARADO CON ATAZANAVIR"	"10327711000999113"	"ATAZANAVIR 150 MG COMPRIMIDO"
"10320671000999110"	"PREPARADO CON ATAZANAVIR"	"8387761000999118"	"ATAZANAVIR 200 MG COMPRIMIDO"
"10320671000999110"	"PREPARADO CON ATAZANAVIR"	"8387781000999110"	"ATAZANAVIR 300 MG COMPRIMIDO"
"10320851000999117"	"PREPARADO CON ATENOLOL Y CLORTALIDONA"	"6770311000999115"	"ATENOLOL 100 MG CLORTALIDONA 25 MG COMPRIMIDO"
"10320851000999117"	"PREPARADO CON ATENOLOL Y CLORTALIDONA"	"6907041000999118"	"ATENOLOL 50  MG  CLORTALIDONA 12,5 MG COMPRIMIDO"
"10320901000999114"	"PREPARADO CON TIZANIDINA"	"5412991000999114"	"TIZANIDINA 2 MG COMPRIMIDO"
"10320901000999114"	"PREPARADO CON TIZANIDINA"	"6882721000999115"	"TIZANIDINA 4 MG COMPRIMIDO"
"10320941000999111"	"PREPARADO CON IBUPROFENO Y CLORZOXAZONA"	"6909451000999116"	"IBUPROFENO 400 MG CLORZOXAZONA 250 MG COMPRIMIDO"
"10320941000999111"	"PREPARADO CON IBUPROFENO Y CLORZOXAZONA"	"6909841000999115"	"IBUPROFENO 600 MG CLORZOXAZONA 250 MG COMPRIMIDO"
"10321011000999116"	"PREPARADO CON IRBESARTAN"	"6760131000999116"	"IRBESARTAN 300 MG COMPRIMIDO"
"10321091000999113"	"PREPARADO CON AMLODIPINA Y BENAZEPRIL"	"10330301000999112"	"AMLODIPINA 5 MG BENAZEPRIL 20 MG CAPSULA"
"10321091000999113"	"PREPARADO CON AMLODIPINA Y BENAZEPRIL"	"10330441000999119"	"AMLODIPINA 2,5 MG BENAZEPRIL 10 MG CAPSULA"
"10321091000999113"	"PREPARADO CON AMLODIPINA Y BENAZEPRIL"	"6903021000999115"	"AMLODIPINA 5 MG BENAZEPRIL 10 MG COMPRIMIDO"
"10321151000999116"	"PREPARADO CON ABACAVIR"	"5398641000999117"	"ABACAVIR 300 MG COMPRIMIDO"
"10321181000999111"	"PREPARADO CON ADEFOVIR"	"10392811000999112"	"ADEFOVIR 10 MG COMPRIMIDO"
"10321351000999118"	"PREPARADO CON  EFAVIRENZ"	"6865421000999115"	"EFAVIRENZ 200 MG CAPSULA"
"10321351000999118"	"PREPARADO CON  EFAVIRENZ"	"6865451000999111"	"EFAVIRENZ 50 MG CAPSULA"
"10321351000999118"	"PREPARADO CON  EFAVIRENZ"	"6865471000999119"	"EFAVIRENZ 600 MG COMPRIMIDO"
"10321371000999110"	"PREPARADO CON ANASTROZOL"	"6703301000999116"	"ANASTROZOL 1 MG COMPRIMIDO"
"10321681000999119"	"PREPARADO CON FEXOFENADINA"	"10321691000999116"	"FEXOFENADINA 120 MG COMPRIMIDO"
"10321681000999119"	"PREPARADO CON FEXOFENADINA"	"10419301000999116"	"FEXOFENADINA 60 MG COMPRIMIDO"
"10321681000999119"	"PREPARADO CON FEXOFENADINA"	"10421001000999113"	"FEXOFENADINA 180 MG COMPRIMIDO"
"10321681000999119"	"PREPARADO CON FEXOFENADINA"	"11034831000999110"	"FEXOFENADINA 30 MG/5 ML SUSPENSION EN FRASCO DE 150 ML"
"10321681000999119"	"PREPARADO CON FEXOFENADINA"	"11034841000999118"	"FEXOFENADINA 30 MG/5 ML SUSPENSION EN FRASCO DE 90 ML"
"10321751000999117"	"PREPARADO CON ACIDO ALENDRONICO"	"10634211000999119"	"ACIDO ALENDRONICO 70 MG/ML SOLUCION EN ENVASE DE 100 ML"
"10321751000999117"	"PREPARADO CON ACIDO ALENDRONICO"	"10634221000999114"	"ACIDO ALENDRONICO 70 MG/ML SOLUCION EN ENVASE DE 75 ML"
"10321751000999117"	"PREPARADO CON ACIDO ALENDRONICO"	"6717861000999119"	"ACIDO ALENDRONICO 70 MG COMPRIMIDO"
"10321751000999117"	"PREPARADO CON ACIDO ALENDRONICO"	"6805731000999114"	"ACIDO ALENDRONICO 35 MG COMPRIMIDO"
"10321751000999117"	"PREPARADO CON ACIDO ALENDRONICO"	"6881371000999110"	"ACIDO ALENDRONICO 10 MG COMPRIMIDO"
"10321751000999117"	"PREPARADO CON ACIDO ALENDRONICO"	"6881471000999115"	"ACIDO ALENDRONICO 5 MG COMPRIMIDO"
"10321961000999117"	"PREPARADO CON FENOXIMETILPENICILINA"	"10487811000999119"	"FENOXIMETILPENICILINA 3000000 UINT LIOFILIZADO EN AMPOLLA"
"10321961000999117"	"PREPARADO CON FENOXIMETILPENICILINA"	"10521451000999114"	"FENOXIMETILPENICILINA 300000 UI/5 ML SUSPENSION EN FRASCO DE 100 ML"
"10321961000999117"	"PREPARADO CON FENOXIMETILPENICILINA"	"10523951000999117"	"FENOXIMETILPENICILINA 300000 UI/5 ML SUSPENSION EN FRASCO DE 120 ML"
