Productos_Clave	Productos_Descripcion	Importancia	AccionesTerapeuticas_Clave	AccionesTerapeuticas_Descripcion
1095	FENOBARBITAL L.CH.	9	171	Anticonvulsivo
1101	PENICILINA FENOXIMETIL L.CH.	9	91	Antibiótico
1105	FERCOVIT	9	303	Polivitamínico
1107	FERRIGOT	9	69	Antianémico
1109	FERRO VITAMINICO L.CH.	9	69	Antianémico
1110	FERROMALT	9	69	Antianémico
1111	FESEMA LF	9	144	Broncodilatador
1119	FISIOFER	9	69	Antianémico
1123	FITTIG	9	376	Antimicótico tópico
1123	FITTIG	9	447	Desodorante
1126	FLAGYL	1	135	Antiparasitario
1126	FLAGYL	9	99	Tricomonicida
1132	FLAPEX	9	369	Antiaerofágico
1133	FLAPEX E	1	369	Antiaerofágico
1133	FLAPEX E	2	31	Digestivo
1136	FLECTADOL	1	118	Analgésico
1136	FLECTADOL	9	114	Relajante muscular
1138	FLEET ENEMA	9	280	Evacuante intestinal
1139	FLEET FOSFOSODA	1	959	Laxante salino
1139	FLEET FOSFOSODA	2	960	Purgante
1141	FLEMEX J.A.T.	1	179	Antitusivo
1141	FLEMEX J.A.T.	2	141	Descongestivo
1141	FLEMEX J.A.T.	3	142	Antialérgico
1141	FLEMEX J.A.T.	9	293	Fluidificante
1142	FLEXONO	1	213	Antiinflamatorio no esteroide
1142	FLEXONO	9	118	Analgésico
1143	FLOGOJET	1	118	Analgésico
1143	FLOGOJET	9	213	Antiinflamatorio no esteroide
1144	FLORINEF	9	94	Corticosteroide
1146	FLUCLOXACILINA	9	91	Antibiótico
1148	FLUCLOXACILINA SODICA L.CH.	9	91	Antibiótico
1153	FLUFORTE	9	20	Corticosteroide oftálmico
1154	FLUIBRON	1	542	Fluidificante bronquial
1154	FLUIBRON	9	145	Expectorante
1154	FLUIBRON	9	235	Mucolítico
1155	FLUMED	1	235	Mucolítico
1155	FLUMED	2	145	Expectorante
1159	FLUNITRAZEPAM L.CH.	9	126	Hipnótico
1169	FLUOXETINA	9	130	Antidepresivo
1170	FLUOXETINA	9	130	Antidepresivo
1175	FLUXUS	9	78	Vasodilatador cerebral
1175	FLUXUS	9	198	Vasodilatador periférico
1177	FOILLE	1	328	Anestésico
1177	FOILLE	9	341	Antiséptico tópico
1180	FOLISANIN	9	564	Eritropoyético
1181	FOLTENE SHAMPOO ANTICAIDA HOMBRE	9	1326	Complejo revital. y nutritivo para el cabello
1185	FORTUM	9	91	Antibiótico
1186	FREDOL	9	288	Antijaquecoso
1188	FRENALER	9	88	Antihistamínico
1192	FRUNALIA	9	2	Antiácido
1194	FUCICORT	9	267	Corticosteroide tópico
1195	FUCIDIN	9	309	Antibiótico tópico
1196	FUCITHALMIC	9	309	Antibiótico tópico
1197	FUCUS ESPECIAL	9	433	Adelgazante
1198	FULGRAM 400	9	164	Antiséptico urinario
1204	FUNGIUM	9	92	Antimicótico
1205	FUNGIZON	1	91	Antibiótico
1205	FUNGIZON	9	229	Antifúngico
1206	FUNZAL	9	307	Antimicótico vaginal
1210	FURAZOLIDONA	9	260	Quimioterápico
1211	FURAZOLIDONA L.CH.	9	260	Quimioterápico
1212	FURDIUREN	9	77	Diurético
1214	FUROSEMIDA	9	76	Antihipertensivo
1216	FUROSEMIDA	1	77	Diurético
1216	FUROSEMIDA	2	76	Antihipertensivo
1218	FUROSEMIDA L.CH.	1	77	Diurético
1218	FUROSEMIDA L.CH.	2	191	Hipotensor
1223	GAMALATE B6	9	286	Cerebrotónico
1226	GARCEPTOL	1	484	Procinético
1226	GARCEPTOL	9	369	Antiaerofágico
1230	GASORBOL GOTAS	1	5	Antiespasmódico
1230	GASORBOL GOTAS	2	369	Antiaerofágico
1231	GASTRIUM	9	496	Inhibidor H2
1233	GASTROMET	9	484	Procinético
1234	GEDOL	1	118	Analgésico
1234	GEDOL	9	213	Antiinflamatorio no esteroide
1236	GELFOAM	9	42	Hemostático
1237	GELODERM	9	757	Antirrosácea
1238	GELSOLETS	9	858	Lágrima artificial
1240	GEMFIBROZILO	9	73	Hipolipemiante
1241	GEMITIN	9	309	Antibiótico tópico
1242	GEMITIN CON PREDNISOLONA	9	91	Antibiótico
1242	GEMITIN CON PREDNISOLONA	9	314	Antiinflamatorio cutáneo
1248	GENTAMICINA L.CH.	9	91	Antibiótico
1248	GENTAMICINA L.CH.	9	309	Antibiótico tópico
1255	GERMOSEPT	1	96	Desinfectante
1260	GINEDAZOL OVULOS	1	92	Antimicótico
1260	GINEDAZOL OVULOS	9	99	Tricomonicida
1263	GLIBENCLAMIDA	9	155	Hipoglucemiante
1264	GLIBENCLAMIDA	9	155	Hipoglucemiante
1266	GLIBENCLAMIDA L.CH.	9	155	Hipoglucemiante
1268	GLICERINA	9	17	Laxante
1275	GLUCONATO DE CALCIO 10%	9	291	Calciterápico
1276	GLUCOPHAGE FORTE	9	502	Antidiabético oral
1278	GLUTACYL VITAMINADO	9	486	Psicoenergético
1298	GRIFOALPRAM	9	224	Ansiolítico
1299	GRIFOBUTOL	9	191	Hipotensor
1300	GRIFOCIPROX	1	91	Antibiótico
1300	GRIFOCIPROX	9	260	Quimioterápico
1301	GRIFOCLOBAM	9	224	Ansiolítico
1302	GRIFOCRIPTINA	9	123	Antiparkinsoniano
1303	GRIFODILZEM	1	34	Antianginoso
1303	GRIFODILZEM	9	76	Antihipertensivo
1306	GRIFOGEMZILO	9	73	Hipolipemiante
1309	GRIFONIMOD	9	78	Vasodilatador cerebral
1311	GRIFOPARKIN	9	123	Antiparkinsoniano
1312	GRIFOPRIL	9	76	Antihipertensivo
1315	GRIFOTENOL	9	191	Hipotensor
1316	GRIFOTRIAXONA	9	91	Antibiótico
1317	GRIPEXIN	1	182	Descongestivo nasal
1317	GRIPEXIN	9	174	Antigripal
1318	GRISEOFULVINA L.CH.	9	92	Antimicótico
1321	GRUBEN	9	179	Antitusivo
1323	GUTTALAX	9	17	Laxante
1324	GYNERA	9	254	Anovulatorio
1325	GYNODIAN DEPOT	1	305	Estrogenoterapia
1325	GYNODIAN DEPOT	9	287	Androgenoterapia
1327	HALDOL	9	125	Neuroléptico
1328	HALDOL DECANOATO	9	899	Neuroléptico de depósito
1329	HALOPERIDOL	1	125	Neuroléptico
1329	HALOPERIDOL	9	808	Tranquilizante mayor
1332	HEMIBE	9	10	Antiemético
1335	HEPABIL	1	72	Colagogo
1335	HEPABIL	9	16	Lipotrópico
1336	HEPABOLDIN	9	31	Digestivo
1338	HEPARINA SODICA	9	47	Anticoagulante
1343	HEROLAN AEROSOL	9	144	Broncodilatador
1344	HEXABRIX 320	9	566	Medio de contraste radiológico
1345	HEXALECTOL	9	486	Psicoenergético
1351	HIDRALAZINA CLORHIDRATO L.CH.	9	191	Hipotensor
1352	HIDRIUM	9	77	Diurético
1355	HIDROCLOROTIAZIDA	1	77	Diurético
1355	HIDROCLOROTIAZIDA	2	76	Antihipertensivo
1358	HIDROCLOROTIAZIDA L.CH.	9	77	Diurético
1363	HIDRORONOL	1	77	Diurético
1363	HIDRORONOL	9	76	Antihipertensivo
1374	HIPOGLOS	9	185	Cicatrizante
1375	HIRUDOID	1	290	Antitrombótico
1375	HIRUDOID	9	677	Fibrinolítico tópico
1379	HOLOXAN	1	81	Citostático
1379	HOLOXAN	9	247	Antineoplásico
1389	IBEROL 500 GRADUMET	9	69	Antianémico
1391	IBUPIRAC	1	213	Antiinflamatorio no esteroide
1391	IBUPIRAC	2	121	Antipirético
1391	IBUPIRAC	9	118	Analgésico
1392	IBUPROFENO	1	112	Antiinflamatorio
1392	IBUPROFENO	2	118	Analgésico
1392	IBUPROFENO	9	121	Antipirético
1393	IBUPROFENO L.CH.	1	118	Analgésico
1393	IBUPROFENO L.CH.	9	112	Antiinflamatorio
1394	IBUPROFENO	1	112	Antiinflamatorio
1394	IBUPROFENO	2	118	Analgésico
1394	IBUPROFENO	3	121	Antipirético
1397	IDON	1	484	Procinético
1397	IDON	2	10	Antiemético
1400	ILIADIN NASAL	9	182	Descongestivo nasal
1404	IMECOL	1	25	Antidiarreico
1404	IMECOL	9	356	Antiséptico intestinal
1405	IMIGRAN	9	122	Antimigrañoso
1407	IMIPRAMINA L.CH.	9	130	Antidepresivo
1409	IMOVANE	9	126	Hipnótico
1411	IMURAN	1	156	Inmunosupresor
1411	IMURAN	2	110	Antimetabolito
1412	INCORIL	1	34	Antianginoso
1412	INCORIL	3	68	Antiarrítmico
1412	INCORIL	9	191	Hipotensor
1414	INDAPRESS	9	76	Antihipertensivo
1417	INDOMETACINA	9	213	Antiinflamatorio no esteroide
1420	INFOR	9	217	Reconstituyente general
1422	INHIBACE	9	76	Antihipertensivo
1422	INHIBACE	9	84	Inhibidor de la ECA
1430	INSULINAS HUMANAS NOVO NORDISK	9	155	Hipoglucemiante
1431	INSUVEN	9	279	Flebotónico
1434	INTRASEPT	9	95	Antiséptico
1439	IONAX SCRUB	9	438	Limpiador
1439	IONAX SCRUB	9	439	Abrasivo
1443	IONIL T	9	178	Antipruriginoso
1443	IONIL T	9	183	Antiseborreico
1443	IONIL T	9	243	Anticaspa
1444	IPNOPEN	9	126	Hipnótico
1446	IRRIGOR	1	78	Vasodilatador cerebral
1446	IRRIGOR	9	198	Vasodilatador periférico
1453	ISOMIL	9	719	Fórmula para lactantes
1455	ISOPRINOSINE	9	506	Inmunorregulador
1456	ISOPTINA SR 120MG	1	79	Antagonista del calcio
1456	ISOPTINA SR 120MG	2	68	Antiarrítmico
1458	ISOPTINA	9	34	Antianginoso
1458	ISOPTINA	9	79	Antagonista del calcio
1460	MAXIDEX	9	313	Antiinflamatorio oftálmico
1461	MAXITROL	1	100	Antiinfeccioso
1461	MAXITROL	9	313	Antiinflamatorio oftálmico
1465	ISOSORBIDA DINITRATO	9	204	Vasodilatador coronario
1467	ITAN	1	10	Antiemético
1467	ITAN	9	400	Regulador de la función motora digestiva
1468	IVAREST	1	88	Antihistamínico
1468	IVAREST	9	178	Antipruriginoso
1469	IZOFRAN	9	10	Antiemético
1470	JABON ACIDO	9	832	Sustituto del jabón
1471	JABON DE AFRECHO	9	832	Sustituto del jabón
1472	JABON DE AZUFRE	9	98	Antiacneico
1472	JABON DE AZUFRE	9	183	Antiseborreico
1477	JABON NEUTRO LIQUIDO	9	695	Dermatocosmético
1479	JABON NEUTRO CON ACEITE DE ROSA MOSQUETA	9	832	Sustituto del jabón
1481	JAQUEDRYL	9	288	Antijaquecoso
1487	KANK-EZE	1	95	Antiséptico
1487	KANK-EZE	9	328	Anestésico
1492	KARBASALIN	9	91	Antibiótico
1493	KATIN	1	466	Vitamínico
1493	KATIN	9	42	Hemostático
1494	K.C.M.C	9	14	Anorexígeno
1501	KETOCONAZOL L.CH.	9	92	Antimicótico
1504	KETOTISIN	1	143	Antiasmático
1504	KETOTISIN	9	142	Antialérgico
1506	KIADON	9	334	Antiisquémico
1507	KIN	1	118	Analgésico
1507	KIN	9	112	Antiinflamatorio
1508	KLARICID	9	91	Antibiótico
1509	KOLIBEL	1	179	Antitusivo
1509	KOLIBEL	9	174	Antigripal
1521	KRIPTONAL	1	475	Inhibidor de la secreción de prolactina
1521	KRIPTONAL	9	123	Antiparkinsoniano
1527	LABOSALIC	9	267	Corticosteroide tópico
1529	LABOSONA G	9	94	Corticosteroide
1529	LABOSONA G	9	309	Antibiótico tópico
1531	LABOTENSIL	1	504	Bloqueante betaadrenérgico
1531	LABOTENSIL	9	76	Antihipertensivo
1533	LACRI-LUBE	9	41	Lubricante oftálmico
1537	LACTULOSA	9	754	Laxante osmótico
1539	LAGRIMAS ARTIFICIALES L.CH.	9	449	Humectante oftálmico
1543	LANVIS	1	247	Antineoplásico
1543	LANVIS	9	110	Antimetabolito
1544	LARGACTIL	9	125	Neuroléptico
1550	LAUNOL	1	135	Antiparasitario
1550	LAUNOL	9	186	Pediculicida
1554	LAXANTIL	9	17	Laxante
1557	LAXOGENO	9	280	Evacuante intestinal
1558	LAXONAROL	9	17	Laxante
1562	LECHE DE MAGNESIA PHILLIPS	1	17	Laxante
1562	LECHE DE MAGNESIA PHILLIPS	9	2	Antiácido
1569	LEGALON	9	253	Hepatoprotector
1573	LEROGIN	1	224	Ansiolítico
1573	LEROGIN	9	8	Anticolinérgico
1574	LERTAMINE	9	88	Antihistamínico
1574	LERTAMINE	9	141	Descongestivo
1575	LERTUS	1	118	Analgésico
1575	LERTUS	2	112	Antiinflamatorio
1575	LERTUS	3	113	Antirreumático
1575	LERTUS	9	121	Antipirético
1582	LEUKERAN	1	247	Antineoplásico
1582	LEUKERAN	9	111	Alquilante
1586	LEVADURA DE CERVEZA	9	472	Suplemento dietético
1587	LEVONORGESTREL L.CH.	9	103	Anticonceptivo
1588	LEVOTIROXINA SODICA L.CH.	9	488	Hormonoterapia tiroidea
1590	LEXOTANIL	1	128	Tranquilizante
1590	LEXOTANIL	9	224	Ansiolítico
1595	LIDOCAINA CLORHIDRATO	1	68	Antiarrítmico
1596	LIDOCAINA L.CH.	1	166	Anestésico local
1599	LINCOCIN	9	91	Antibiótico
1603	LINOSUN	9	103	Anticonceptivo
1604	LIORESYL	9	364	Antiespástico
1607	LIPIODOL ULTRA FLUIDO	9	566	Medio de contraste radiológico
1611	LIPOTRIL	9	73	Hipolipemiante
1618	LISTERINE	9	193	Antiséptico bucofaríngeo
1623	LOCRIM	1	94	Corticosteroide
1623	LOCRIM	9	92	Antimicótico
1633	LOPERAMIDA	9	25	Antidiarreico
1634	LOPERAMIDA	9	25	Antidiarreico
1635	LOPERAMIDA L.CH.	9	25	Antidiarreico
1638	LOPID	9	73	Hipolipemiante
1645	LORAZEPAM L.CH.	9	224	Ansiolítico
1649	LOSEC MUPS	9	574	Inhibidor de la bomba de protones
1652	LOTRIDERM	9	94	Corticosteroide
1657	LUPRON SOLUCION INYECTABLE 5MG/ML	9	436	Inhibidor gonadotrópico
1660	MAALOX	9	2	Antiácido
1661	MAALOX PLUS	1	2	Antiácido
1661	MAALOX PLUS	9	3	Antiflatulento
1663	MACROSAN	1	218	Bactericida
1663	MACROSAN	9	164	Antiséptico urinario
1664	MADECASSOL	9	185	Cicatrizante
1667	MAGNATIL	9	217	Reconstituyente general
1669	MALTIN JARABE	1	217	Reconstituyente general
1669	MALTIN JARABE	9	214	Regulador intestinal
1673	MANTECA CACAO	9	18	Suavizante
1677	MARCO SWEET LIGHT	0	189	Edulcorante
1679	MARVELON	9	254	Anovulatorio
1680	MARVELON 20	9	254	Anovulatorio
1683	MATINOR	9	182	Descongestivo nasal
1687	MAXUCAL	9	291	Calciterápico
1690	MEBENDAZOL	9	137	Antihelmíntico
1691	MEBENDAZOL L.CH.	9	135	Antiparasitario
1692	MECLOMEN	1	113	Antirreumático
1692	MECLOMEN	2	118	Analgésico
1692	MECLOMEN	3	112	Antiinflamatorio
1698	MEDROL	9	94	Corticosteroide
1699	MEDROXIPROGESTERONA ACETATO L.CH.	1	306	Progestágeno
1699	MEDROXIPROGESTERONA ACETATO L.CH.	9	247	Antineoplásico
1704	MELITASE	9	123	Antiparkinsoniano
1708	MENTALOL	9	457	Descongestivo tópico
1710	MENTHOLATUM UNGÜENTO	1	457	Descongestivo tópico
1710	MENTHOLATUM UNGÜENTO	2	162	Rubefaciente tópico
1710	MENTHOLATUM UNGÜENTO	9	118	Analgésico
1711	MENTHOSE	1	118	Analgésico
1711	MENTHOSE	2	457	Descongestivo tópico
1714	MERCINA	9	91	Antibiótico
1718	MERPAL MICRONIZER	1	118	Analgésico
1718	MERPAL MICRONIZER	9	112	Antiinflamatorio
1723	METAMIZOL SODICO	1	118	Analgésico
1723	METAMIZOL SODICO	2	121	Antipirético
1725	METAMUCIL	9	17	Laxante
1731	METICORTEN	9	94	Corticosteroide
1734	METILDOPA L.CH.	9	191	Hipotensor
1737	METOCLOPRAMIDA	1	10	Antiemético
1737	METOCLOPRAMIDA	9	400	Regulador de la función motora digestiva
1738	METOCLOPRAMIDA L.CH.	9	400	Regulador de la función motora digestiva
1744	METRONIDAZOL	1	99	Tricomonicida
1744	METRONIDAZOL	9	471	Antiamebiano
1746	METRONIDAZOL	1	99	Tricomonicida
1746	METRONIDAZOL	9	136	Amebicida
1747	METRONIDAZOL L.CH.	1	99	Tricomonicida
1749	METROPAST	9	684	Anaerobicida
1750	METROPAST 1000	9	639	Terapia anaerobicida
1752	MIACALCIC	9	526	Regulador del metabolismo óseo
1754	MICOFIN	9	92	Antimicótico
1755	MICOLIS	9	92	Antimicótico
1757	MICOSTATIN	9	92	Antimicótico
1759	MICROGYNON	9	254	Anovulatorio
1761	MICROMEX	9	7	Antiulceroso
1762	MICROVAL	9	103	Anticonceptivo
1765	MIEL DE BORAX	9	378	Antiséptico bucal
1766	MIEL DE BORAX	9	193	Antiséptico bucofaríngeo
1767	MIGRAGESIC	9	288	Antijaquecoso
1768	MIGRANOL	9	288	Antijaquecoso
1772	MINIDIAB	9	419	Hipoglucemiante oral
1775	MINULET	9	254	Anovulatorio
1777	MIRCOL	1	88	Antihistamínico
1777	MIRCOL	9	142	Antialérgico
1778	MIRION	9	469	Estrógeno
1782	MITROTIL	1	118	Analgésico
1782	MITROTIL	2	213	Antiinflamatorio no esteroide
1782	MITROTIL	9	113	Antirreumático
1783	MIXGEN	1	91	Antibiótico
1783	MIXGEN	2	94	Corticosteroide
1783	MIXGEN	9	313	Antiinflamatorio oftálmico
1784	MIZONASE	1	307	Antimicótico vaginal
1784	MIZONASE	2	99	Tricomonicida
1785	MOBILAT	1	118	Analgésico
1785	MOBILAT	9	312	Antiinflamatorio tópico
1786	MODANE	9	17	Laxante
1787	MODECATE	9	125	Neuroléptico
1790	MODULO CALORICO	9	493	Suplemento alimenticio
1793	MOLCA	9	95	Antiséptico
1795	MORELIN	1	130	Antidepresivo
1795	MORELIN	9	224	Ansiolítico
1796	MORFINA CLORHIDRATO L.CH.	9	479	Analgésico narcótico
1799	MOTRIN	9	213	Antiinflamatorio no esteroide
1803	MUCOLITICO	9	235	Mucolítico
1806	MUCOSOLVAN	9	235	Mucolítico
1808	MULCATEL	1	7	Antiulceroso
1808	MULCATEL	2	964	Protector de la mucosa gástrica
1811	MULTILIND	9	415	Protector dérmico
1812	MULTILOAD-CU	9	103	Anticonceptivo
1820	MUXOL	9	235	Mucolítico
1822	MYCOSPORAN	9	205	Antimicótico de amplio espectro
1823	MYDFRIN	9	151	Midriático
1823	MYDFRIN	9	347	Ciclopléjico
1824	MYDRIACYL	9	151	Midriático
1824	MYDRIACYL	9	347	Ciclopléjico
1827	MYLERAN	1	247	Antineoplásico
1827	MYLERAN	9	111	Alquilante
1831	NAPHCON-A	9	270	Descongestivo oftálmico
1836	NASILEX	9	141	Descongestivo
1837	NASTIZOL	1	88	Antihistamínico
1837	NASTIZOL	9	182	Descongestivo nasal
1838	NASTIZOL COMPOSITUM	1	174	Antigripal
1838	NASTIZOL COMPOSITUM	2	118	Analgésico
1838	NASTIZOL COMPOSITUM	9	182	Descongestivo nasal
1839	NATABEC	9	303	Polivitamínico
1840	NATUARTROL	1	118	Analgésico
1840	NATUARTROL	9	112	Antiinflamatorio
1843	NATURLAX	9	17	Laxante
1849	NEFERSIL	9	118	Analgésico
1850	NEFERSIL B	1	246	Antineurítico
1850	NEFERSIL B	9	308	Antineurálgico
1856	NEOGASOL	9	369	Antiaerofágico
1857	NEO-SINTROM	9	290	Antitrombótico
1858	NEOMICINA SULFATO L.CH.	1	91	Antibiótico
1858	NEOMICINA SULFATO L.CH.	9	356	Antiséptico intestinal
1863	NEOSTIGMINA BROMURO L.CH.	9	546	Antimiasténico
1869	NERVOTON	1	466	Vitamínico
1869	NERVOTON	2	971	Adaptógeno
1870	NETAF	1	118	Analgésico
1870	NETAF	9	213	Antiinflamatorio no esteroide
1871	NEULEPTIL	9	125	Neuroléptico
1874	NEUROBIONTA	1	246	Antineurítico
1874	NEUROBIONTA	9	308	Antineurálgico
1878	NEUROSANDE	9	466	Vitamínico
1889	NICERGOLINA L.CH.	9	198	Vasodilatador periférico
1890	NICORETTE	9	510	Antinicotínico
1892	NICOTEARS	9	29	Sustituto fisiológico de la lágrima
1893	NICOTINELL TTS	9	510	Antinicotínico
1894	NIFEDIPINO L.CH.	1	191	Hipotensor
1894	NIFEDIPINO L.CH.	9	204	Vasodilatador coronario
1899	NIKABLEOMICINA	9	81	Citostático
1901	NIMOTOP	1	79	Antagonista del calcio
1901	NIMOTOP	9	78	Vasodilatador cerebral
1902	NIOFEN	9	121	Antipirético
1904	NISTAGLOS	1	185	Cicatrizante
1904	NISTAGLOS	9	376	Antimicótico tópico
1905	NISTATINA	9	92	Antimicótico
1907	NISTATINA L.CH.	9	92	Antimicótico
1908	NISTATINA METRONIDAZOL L.CH.	1	92	Antimicótico
1908	NISTATINA METRONIDAZOL L.CH.	9	99	Tricomonicida
1912	NITRENDIPINO	1	76	Antihipertensivo
1913	NITRODERM TTS	9	34	Antianginoso
1916	NITROFURANTOINA L.CH.	9	260	Quimioterápico
1918	NITROGLICERINA L.CH.	9	204	Vasodilatador coronario
1923	NOCTILAN	9	973	Inductor del sueño reparador
1924	NOCTON	1	128	Tranquilizante
1924	NOCTON	9	126	Hipnótico
1930	NORDETTE	9	491	Anticonceptivo oral
1931	NORDIOL	9	491	Anticonceptivo oral
1933	NO-REF	1	400	Regulador de la función motora digestiva
1933	NO-REF	2	10	Antiemético
1933	NO-REF	9	127	Sedante
1936	NORMATEN	1	76	Antihipertensivo
1936	NORMATEN	9	77	Diurético
1938	NORVASC	1	76	Antihipertensivo
1938	NORVASC	2	34	Antianginoso
1939	NORVETAL	9	103	Anticonceptivo
1940	NOSCAPINA JARABE	9	179	Antitusivo
1946	NOSCAPINA L.CH.	9	179	Antitusivo
1950	NOVADREL	1	94	Corticosteroide
1950	NOVADREL	9	92	Antimicótico
1951	NOVAFAC	1	469	Estrógeno
1951	NOVAFAC	9	397	Progestagenoterapia
1954	NOVALONA	1	5	Antiespasmódico
1954	NOVALONA	9	128	Tranquilizante
1956	NOVARNELA	1	92	Antimicótico
1956	NOVARNELA	9	312	Antiinflamatorio tópico
1958	NOVOTHYRAL	9	488	Hormonoterapia tiroidea
1959	NP-27	9	376	Antimicótico tópico
1962	NUMOSOL	1	53	Antiinflamatorio respiratorio
1962	NUMOSOL	2	179	Antitusivo
1964	NUTRADERM	9	446	Humectante
1969	NUTRIZIMA	1	272	Digestivo enzimático
1969	NUTRIZIMA	9	3	Antiflatulento
1971	OBLAX A-1-1	9	280	Evacuante intestinal
1972	OBLEAS CHINAS	1	118	Analgésico
1972	OBLEAS CHINAS	9	174	Antigripal
1979	OFTABIOTICO	9	242	Antibiótico oftálmico
1981	OFTACON	9	142	Antialérgico
1982	OFTAGEN	9	52	Antibiótico ocular
1983	OFTALIRIO	1	141	Descongestivo
1983	OFTALIRIO	9	208	Antialérgico ocular
1984	OFTASONA N	9	94	Corticosteroide
1986	OLBETAM	9	73	Hipolipemiante
1991	ONDAX	9	484	Procinético
1993	OPARSAN CON LISINA Y L-GLUTAMINA	9	217	Reconstituyente general
1998	ORALGENE	9	193	Antiséptico bucofaríngeo
2000	ORAP FORTE	9	125	Neuroléptico
2001	ORODINA	1	245	Orexígeno
2001	ORODINA	9	466	Vitamínico
2004	OSSOPAN-830	9	278	Recalcificante
2005	OTANDROL	1	95	Antiséptico
2005	OTANDROL	9	497	Antiinflamatorio ótico
2006	OTICUM	1	95	Antiséptico
2006	OTICUM	9	497	Antiinflamatorio ótico
2007	OTOLISAN	1	112	Antiinflamatorio
2007	OTOLISAN	2	91	Antibiótico
2007	OTOLISAN	9	315	Analgésico ótico
2008	OTOSEPTIL	1	91	Antibiótico
2008	OTOSEPTIL	2	112	Antiinflamatorio
2008	OTOSEPTIL	9	118	Analgésico
2009	OVESTIN	9	305	Estrogenoterapia
2012	OVUKALEN	1	112	Antiinflamatorio
2012	OVUKALEN	9	327	Antiséptico vaginal
2018	OXSORALEN	9	516	Fotosensibilizante
2028	PAIDOVIT	9	303	Polivitamínico
2030	PALTOMIEL	1	179	Antitusivo
2030	PALTOMIEL	9	293	Fluidificante
2032	PANADOL	1	118	Analgésico
2032	PANADOL	9	121	Antipirético
2034	PANCRIT	9	193	Antiséptico bucofaríngeo
2036	PANGASTREN	1	154	Gastrocinético
2036	PANGASTREN	9	3	Antiflatulento
2040	PANSULFOX BAR	9	98	Antiacneico
2045	PANTOMICINA	9	91	Antibiótico
2049	PAPAVERINA CLORHIDRATO 4%	9	5	Antiespasmódico
2050	PAPENZIMA	1	456	Enzimático
2050	PAPENZIMA	2	112	Antiinflamatorio
2051	PARACETAMOL	1	118	Analgésico
2051	PARACETAMOL	2	121	Antipirético
2054	PARACETAMOL	1	118	Analgésico
2054	PARACETAMOL	2	121	Antipirético
2055	PARACETAMOL	1	118	Analgésico
2055	PARACETAMOL	2	121	Antipirético
2056	PARACETAMOL L.CH.	1	118	Analgésico
2056	PARACETAMOL L.CH.	2	121	Antipirético
2060	PARALYMPHINE	9	217	Reconstituyente general
2063	PARLODEL	9	475	Inhibidor de la secreción de prolactina
2071	PASTA LASSAR	1	185	Cicatrizante
2071	PASTA LASSAR	9	415	Protector dérmico
2072	PASTA LASSAR	9	185	Cicatrizante
2073	PAVEDAL	1	76	Antihipertensivo
2073	PAVEDAL	9	77	Diurético
2074	PAXON	9	224	Ansiolítico
2076	PECTOKAST	9	179	Antitusivo
2078	PECTORAL PASTEUR	9	145	Expectorante
2083	PEDIALYTE	9	906	Rehidratante oral
2084	PEDIAPROFEN	1	118	Analgésico
2084	PEDIAPROFEN	9	121	Antipirético
2085	PEDIASURE	9	437	Nutrición enteral
2093	PENICILINA G BENZATINA L.CH.	9	91	Antibiótico
2095	PENICILINA G SODICA L.CH.	9	91	Antibiótico
2102	PENSULAN	9	26	Antibacteriano
2114	PERACON	9	245	Orexígeno
2115	PEREBRON	9	179	Antitusivo
2116	PERENTERYL	9	25	Antidiarreico
2117	PERFUNGOL	9	376	Antimicótico tópico
2133	PILOCARPINA	1	150	Miótico
2133	PILOCARPINA	9	268	Antiglaucomatoso
2136	PILOGEL HS	1	268	Antiglaucomatoso
2136	PILOGEL HS	2	150	Miótico
2138	PIPORTYL L-4	9	125	Neuroléptico
2141	PIRETANYL	9	118	Analgésico
2141	PIRETANYL	9	174	Antigripal
2142	PIRIDOXINA CLORHIDRATO	9	466	Vitamínico
2145	PIROFLAM	1	112	Antiinflamatorio
2145	PIROFLAM	2	118	Analgésico
2145	PIROFLAM	9	121	Antipirético
2146	PIRONAL	1	118	Analgésico
2146	PIRONAL	2	213	Antiinflamatorio no esteroide
2146	PIRONAL	9	121	Antipirético
2147	PIROXICAM	1	112	Antiinflamatorio
2147	PIROXICAM	9	113	Antirreumático
2151	PIROXICAM	1	112	Antiinflamatorio
2151	PIROXICAM	2	113	Antirreumático
2151	PIROXICAM	9	118	Analgésico
2152	PIROXICAM L.CH.	1	118	Analgésico
2152	PIROXICAM L.CH.	9	112	Antiinflamatorio
2156	PLATSUL A	1	95	Antiséptico
2156	PLATSUL A	9	185	Cicatrizante
2159	PLEXUS	9	142	Antialérgico
2160	PLOMUROL 1% EMULSION	1	404	Antisárnico
2160	PLOMUROL 1% EMULSION	9	186	Pediculicida
2161	PLOMUROL 1% SHAMPOO	9	186	Pediculicida
2170	POLEN MELIFER	9	487	Energizante
2174	POLIVIDONA YODADA	9	95	Antiséptico
2176	POLIVIDONA YODADA	9	95	Antiséptico
2177	POLIVIDONA YODADA	9	95	Antiséptico
2181	POLIVITAMINICO L.CH.	9	303	Polivitamínico
2190	POMADA ALCANFORADA	9	162	Rubefaciente tópico
2194	POMADA AZUFRADA 6%	9	404	Antisárnico
2196	POMADA SALICILADA	9	118	Analgésico
2197	POMADA SALICILATO DE METILO AL 5%	9	118	Analgésico
